cid,house,name,type,state,short_name,room,phone,fax,session_year
967,House,"House Select Committee on Opioids & Substance Abuse",Select,TX,"Opioids & Substance Abuse",NULL,NULL,NULL,2017
968,Senate,"Senate Select Committee on Employment Practices",Select,TX,"Employment Practices",NULL,NULL,NULL,2017
969,Senate,"Senate Select Committee on Property Tax Reform",Select,TX,"Property Tax Reform",NULL,NULL,NULL,2017
970,Senate,"Senate Select Committee on Election Security",Select,TX,"Election Security",NULL,NULL,NULL,2017
971,Joint,"Joint Committee on Government Facilities",Joint,TX,"Government Facilities",NULL,NULL,NULL,2017
972,Senate,"Senate Select Committee on Cybersecurity",Select,TX,Cybersecurity,NULL,NULL,NULL,2017
973,Joint,"Joint Conference Committee on SB 1 Senate and House Budget Conferees",Joint,TX,"Conference Committee on SB 1 Senate and House Budget Conferees",NULL,NULL,NULL,2017
975,House,"House Texas Legislative Medal of Honor",House,TX,"Legislative Medal of Honor",NULL,NULL,NULL,2017
976,Senate,"Senate State Water Implementation Fund for Texas Advisory Committee",Senate,TX,"State Water Implementation Fund for Texas Advisory Committee",NULL,NULL,NULL,2017
977,House,"House Select Committee on Hurricane Response and Preparedness",Select,FL,"Hurricane Response and Preparedness",NULL,NULL,NULL,2018
979,Senate,"Senate Texas Legislative Medal of Honor",Senate,TX,"Legislative Medal of Honor",NULL,NULL,NULL,2017
980,Joint,"Sunset Advisory Commission",Joint,TX,"Sunset Advisory Commission",NULL,NULL,NULL,2017
981,House,"House Select Subcommittee on Member Conduct",NULL,FL,"Select S/C on Member Conduct",NULL,NULL,NULL,2018
982,Senate,"Senate Standing Committee on Agriculture",Standing,FL,Agriculture,NULL,NULL,NULL,2018
983,Senate,"Senate Standing Committee on Banking and Insurance",Standing,FL,"Banking and Insurance",NULL,NULL,NULL,2018
984,Senate,"Senate Standing Committee on Children, Families, and Elder Affairs",Standing,FL,"Children, Families, and Elder Affairs",NULL,NULL,NULL,2018
985,Senate,"Senate Standing Committee on Commerce and Tourism",Standing,FL,"Commerce and Tourism",NULL,NULL,NULL,2018
986,Senate,"Senate Standing Committee on Communications, Energy, and Public Utilities",Standing,FL,"Communications, Energy, and Public Utilities",NULL,NULL,NULL,2018
987,Senate,"Senate Standing Committee on Community Affairs",Standing,FL,"Community Affairs",NULL,NULL,NULL,2018
988,Senate,"Senate Standing Committee on Criminal Justice",Standing,FL,"Criminal Justice",NULL,NULL,NULL,2018
989,Senate,"Senate Standing Committee on Environmental Preservation and Conservation",Standing,FL,"Environmental Preservation and Conservation",NULL,NULL,NULL,2018
990,Senate,"Senate Standing Committee on Governmental Oversight and Accountability",Standing,FL,"Governmental Oversight and Accountability",NULL,NULL,NULL,2018
991,Senate,"Senate Standing Committee on Judiciary",Standing,FL,Judiciary,NULL,NULL,NULL,2018
992,Senate,"Senate Standing Committee on Regulated Industries",Standing,FL,"Regulated Industries",NULL,NULL,NULL,2018
993,Senate,"Senate Standing Committee on Rules",Standing,FL,Rules,NULL,NULL,NULL,2018
994,Senate,"Senate Standing Committee on Transportation",Standing,FL,Transportation,NULL,NULL,NULL,2018
995,Senate,"Senate Standing Committee on Appropriations",Standing,FL,Appropriations,NULL,NULL,NULL,2018
996,Senate,"Senate Standing Committee on Ethics and Elections",Standing,FL,"Ethics and Elections",NULL,NULL,NULL,2018
997,Senate,"Senate Standing Committee on Health Policy",Standing,FL,"Health Policy",NULL,NULL,NULL,2018
998,Senate,"Senate Standing Committee on Military and Veterans Affairs, Space, and Domestic Security",Standing,FL,"Military and Veterans Affairs, Space, and Domestic Security",NULL,NULL,NULL,2018
999,Senate,"Senate Appropriations Subcommittee on Finance and Tax",Subcommittee,FL,"Finance and Tax",NULL,NULL,NULL,2018
1000,Senate,"Senate Appropriations Subcommittee on Health and Human Services",Subcommittee,FL,"Health and Human Services",NULL,NULL,NULL,2018
1001,Senate,"Senate Appropriations Subcommittee on Criminal and Civil Justice",Subcommittee,FL,"Criminal and Civil Justice",NULL,NULL,NULL,2018
1002,Senate,"Senate Appropriations Subcommittee on General Government",Subcommittee,FL,"General Government",NULL,NULL,NULL,2018
1003,Senate,"Senate Appropriations Subcommittee on the Environment and Natural Resources",Subcommittee,FL,"Environment and Natural Resources",NULL,NULL,NULL,2018
1004,Senate,"Senate Standing Committee on Education",Standing,FL,Education,NULL,NULL,NULL,2018
1005,Senate,"Senate Appropriations Subcommittee on Higher Education",Subcommittee,FL,"Higher Education",NULL,NULL,NULL,2018
1006,Senate,"Senate Appropriations Subcommittee on Pre-K - 12 Education",Subcommittee,FL,"Pre-K - 12 Education",NULL,NULL,NULL,2018
1007,Senate,"Senate Appropriations Subcommittee on Transportation, Tourism, and Economic Development",Subcommittee,FL,"Transportation, Tourism, and Economic Development",NULL,NULL,NULL,2018
1008,Senate,"Senate Floor",Floor,FL,"Senate Floor",NULL,NULL,NULL,2018
1009,Senate,"Senate Special Order Calendar Group",Special,FL,"Special Order Calendar Group",NULL,NULL,NULL,2018
1013,House,"House Standing Committee on Ways & Means",Standing,FL,"Ways & Means",NULL,NULL,NULL,2018
1014,House,"House Health & Human Services Committee Subcommittee on Health Innovation",Subcommittee,FL,"Health Innovation",NULL,NULL,NULL,2018
1015,House,"House Commerce Committee Subcommittee on Insurance & Banking",Subcommittee,FL,"Insurance & Banking",NULL,NULL,NULL,2018
1016,House,"House Commerce Committee Subcommittee on Careers & Competition",Subcommittee,FL,"Careers & Competition",NULL,NULL,NULL,2018
1017,House,"House Appropriations Committee Subcommittee on Government Operations & Technology Appropriations",Subcommittee,FL,"Government Operations & Technology Appropriations",NULL,NULL,NULL,2018
1018,House,"House Government Accountability Committee Subcommittee on Transportation & Infrastructure",Subcommittee,FL,"Transportation & Infrastructure",NULL,NULL,NULL,2018
1019,House,"House Education Committee Subcommittee on PreK-12 Innovation",Subcommittee,FL,"PreK-12 Innovation",NULL,NULL,NULL,2018
1020,House,"House Standing Committee on Appropriations",Standing,FL,Appropriations,NULL,NULL,NULL,2018
1021,House,"House Commerce Committee Subcommittee on Tourism & Gaming Control",Subcommittee,FL,"Tourism & Gaming Control",NULL,NULL,NULL,2018
1022,House,"House Appropriations Committee Subcommittee on PreK-12 Appropriations",Subcommittee,FL,"PreK-12 Appropriations",NULL,NULL,NULL,2018
1023,House,"House Education Committee Subcommittee on Post-Secondary Education",Subcommittee,FL,"Post-Secondary Education",NULL,NULL,NULL,2018
1024,House,"House Standing Committee on Public Integrity & Ethics",Standing,FL,"Public Integrity & Ethics",NULL,NULL,NULL,2018
1025,House,"House Appropriations Committee Subcommittee on Higher Education Appropriations",Subcommittee,FL,"Higher Education Appropriations",NULL,NULL,NULL,2018
1026,House,"House Commerce Committee Subcommittee on Agriculture & Property Rights",Subcommittee,FL,"Agriculture & Property Rights",NULL,NULL,NULL,2018
1027,House,"House Government Accountability Committee Subcommittee on Natural Resources & Public Lands",Subcommittee,FL,"Natural Resources & Public Lands",NULL,NULL,NULL,2018
1028,House,"House Commerce Committee Subcommittee on Energy & Utilities",Subcommittee,FL,"Energy & Utilities",NULL,NULL,NULL,2018
1029,House,"House Select Committee on Triumph Gulf Coast",Select,FL,"Triumph Gulf Coast",NULL,NULL,NULL,2018
1030,House,"House Appropriations Committee Subcommittee on Justice Appropriations",Subcommittee,FL,"Justice Appropriations",NULL,NULL,NULL,2018
1031,House,"House Government Accountability Committee Subcommittee on Oversight, Transparency & Administration",Subcommittee,FL,"Oversight, Transparency & Administration",NULL,NULL,NULL,2018
1032,House,"House Appropriations Committee Subcommittee on Health Care Appropriations",Subcommittee,FL,"Health Care Appropriations",NULL,NULL,NULL,2018
1033,House,"House Government Accountability Committee Subcommittee on Local, Federal & Veterans Affairs",Subcommittee,FL,"Local, Federal & Veterans Affairs",NULL,NULL,NULL,2018
1034,House,"House Health & Human Services Committee Subcommittee on Children, Families & Seniors",Subcommittee,FL,"Children, Families & Seniors",NULL,NULL,NULL,2018
1035,House,"House Health & Human Services Committee Subcommittee on Health Quality",Subcommittee,FL,"Health Quality",NULL,NULL,NULL,2018
1036,House,"House Standing Committee on Judiciary",Standing,FL,Judiciary,NULL,NULL,NULL,2018
1037,House,"House Standing Committee on Commerce",Standing,FL,Commerce,NULL,NULL,NULL,2018
1038,House,"House Appropriations Committee Subcommittee on Transportation & Tourism Appropriations",Subcommittee,FL,"Transportation & Tourism Appropriations",NULL,NULL,NULL,2018
1039,House,"House Standing Committee on Education",Standing,FL,Education,NULL,NULL,NULL,2018
1040,House,"House Judiciary Committee Subcommittee on Criminal Justice",Subcommittee,FL,"Criminal Justice",NULL,NULL,NULL,2018
1041,House,"House Education Committee Subcommittee on PreK-12 Quality",Subcommittee,FL,"PreK-12 Quality",NULL,NULL,NULL,2018
1042,House,"House Appropriations Committee Subcommittee on Agriculture & Natural Resources Appropriations",Subcommittee,FL,"Agriculture & Natural Resources Appropriations",NULL,NULL,NULL,2018
1043,House,"House Standing Committee on Government Accountability",Standing,FL,"Government Accountability",NULL,NULL,NULL,2018
1044,House,"House Judiciary Committee Subcommittee on Civil Justice & Claims",Subcommittee,FL,"Civil Justice & Claims",NULL,NULL,NULL,2018
1045,House,"House Standing Committee on Health & Human Services",Standing,FL,"Health & Human Services",NULL,NULL,NULL,2018
1046,House,"House Standing Committee on Rules & Policy",Standing,FL,"Rules & Policy",NULL,NULL,NULL,2018
1047,House,"House Floor",Floor,FL,"House Floor",NULL,NULL,NULL,2018
1078,Joint,"Joint Committee on Partnership Advisory Commission",Joint,TX,"Partnership Advisory Commission",NULL,NULL,NULL,2017
1083,Joint,"Rules Subcommittee on Sexual Harassment Prevention and Response",Joint,CA,"Subcommittee on Sexual Harassment Prevention and Respons",NULL,NULL,NULL,2017
1084,Senate,"Senate Joint Committee on Rules Subcommittee on Sexual Harassment Prevention and Response",Subcommittee,CA,"Sexual Harassment Prevention and Respons",NULL,NULL,NULL,2017
1085,Assembly,"Assembly Joint Committee on Rules Subcommittee on Sexual Harassment Prevention and Response",Subcommittee,CA,"Sexual Harassment Prevention and Respons",NULL,NULL,NULL,2017
1086,Assembly,"Assembly Select Committee on Intellectual and Developmental Disabilities",Select,CA,"Intellectual and Developmental Disabilities",NULL,NULL,NULL,2017
1087,Assembly,"Assembly Select Committee on Census",Select,CA,Census,NULL,NULL,NULL,2017
1088,Assembly,"Assembly Select Committee on Natural Disaster Response, Recover, and Rebuilding",Select,CA,"Natural Disaster Response, Recover, and Rebuilding",NULL,NULL,NULL,2017
1090,Joint,"Joint Interim Committee on Higher Education Formula Funding",Joint,TX,"Interim C on Higher Education Formula Funding",NULL,NULL,NULL,2017
1091,Senate,"Senate Select Committee on 2020 United States Census",Select,CA,"2020 United States Census",NULL,NULL,NULL,2017
1092,Senate,"Senate Standing Committee on State-Native American Relations",Standing,NY,"State-Native American Relations",NULL,NULL,NULL,2017
1093,Senate,"Senate Standing Committee on New York State Conference of Black Senators",Standing,NY,"New York State Conference of Black Senators",NULL,NULL,NULL,2017
1094,Senate,"Senate Standing Committee on Puerto Rican/Latino Caucus",Standing,NY,"Puerto Rican/Latino Caucus",NULL,NULL,NULL,2017
1095,Senate,"Senate Standing Committee on Libraries",Standing,NY,Libraries,NULL,NULL,NULL,2017
1096,Senate,"Senate Standing Committee on New York City Education Subcommittee",Standing,NY,"New York City Education Subcommittee",NULL,NULL,NULL,2017
1097,Senate,"Senate Standing Committee on Science, Technology, Incubation and Entrepreneurship",Standing,NY,"Science, Technology, Incubation and Entrepreneurship",NULL,NULL,NULL,2017
1098,Senate,"Senate Standing Committee on Heroin Task Force",Standing,NY,"Heroin Task Force",NULL,NULL,NULL,2017
1099,Senate,"Senate Standing Committee on Task Force on Lyme and Tick-Borne Diseases",Standing,NY,"Task Force on Lyme and Tick-Borne Diseases",NULL,NULL,NULL,2017
1100,Senate,"Senate Standing Committee on Legislative Commission on Rural Resources",Standing,NY,"Legislative Commission on Rural Resources",NULL,NULL,NULL,2017
1101,Senate,"Senate Standing Committee on Administrative Regulations Review Commission (ARRC)",Standing,NY,"Administrative Regulations Review Commission (ARRC)",NULL,NULL,NULL,2017
1102,Senate,"Senate Standing Committee on Senate Majority Task Force on Counterterrorism and Public Protection",Standing,NY,"Senate Majority Task Force on Counterterrorism and Public Protection",NULL,NULL,NULL,2017
1103,Senate,"Senate Standing Committee on Task Force for Demographic Research and Reapportionment",Standing,NY,"Task Force for Demographic Research and Reapportionment",NULL,NULL,NULL,2017
1104,Senate,"Senate Standing Committee on Ethics and Internal Governance",Standing,NY,"Ethics and Internal Governance",NULL,NULL,NULL,2017
1105,Senate,"Senate Standing Committee on Technology and Innovation",Standing,NY,"Technology and Innovation",NULL,NULL,NULL,2017
1106,Senate,"Senate Standing Committee on Task Force on Workforce Development",Standing,NY,"Task Force on Workforce Development",NULL,NULL,NULL,2017
1107,Assembly,"Assembly Select Committee on California's Energy Future",Select,CA,"California's Energy Futur",NULL,NULL,NULL,2017
1108,House,"House Select Committee on Cybersecurity",Select,TX,Cybersecurity,NULL,NULL,NULL,2017
1109,Assembly,"Assembly Select Committee on 2028 Olympic and Paralympic Games",Select,CA,"2028 Olympic and Paralympic Games",NULL,NULL,NULL,2017
1110,Senate,"Senate Standing Committee on Latino Caucus",Standing,NY,"Latino Caucus",NULL,NULL,NULL,2017
1111,Joint,"Joint Legislative Committee on Aging",Joint,TX,"Legislative C on Aging",NULL,NULL,NULL,2017
1112,Senate,"Senate Select Committee on Violence in Schools & School Security",Select,TX,"Violence in Schools & School Security",NULL,NULL,NULL,2017
1113,Assembly,"Assembly Select Committee on Natural Disaster Response, Recovery, and Rebuilding",Select,CA,"Natural Disaster Response, Recovery, and Rebuilding",NULL,NULL,NULL,2017
1114,Senate,"Senate Committee on Wildfire Preparedness and Response Legislative Conference Committee",Other,CA,"Wildfire Preparedness and Response Legislative Conference Commi",NULL,NULL,NULL,2017
1115,Joint,"Joint Conference Committee",Joint,CA,"Joint Conference Committee",NULL,NULL,NULL,2017
1116,Senate,"Senate Joint Legislative Budget Committee Subcommittee on the Selection of the Legislative Analyst",Subcommittee,CA,"Selection of the Legislative Analys",NULL,NULL,NULL,2017
1117,Assembly,"Assembly Joint Legislative Budget Subcommittee on the Selection of the Legislative Analyst",Subcommittee,CA,"Selection of the Legislative Analys",NULL,NULL,NULL,2017
1118,House,"House Subcommittee on Post-Secondary & Workforce Readiness",Subcommittee,TX,"Post-Secondary & Workforce Readiness",NULL,NULL,NULL,2017
1119,House,"House Subcommittee on Long-term Infrastructure Planning",Subcommittee,TX,"Long-term Infrastructure Planning",NULL,NULL,NULL,2017
1120,Joint,"Joint Legislative Committee on Oversight of Compact Facility",Joint,TX,"Joint Committee on Oversight of Compact Facility",NULL,NULL,NULL,2017
1121,Joint,"Joint Interim Committee on Disclosure of Emergency Call Information",Interim,TX,"Joint Interim Comm on Disclosure of Emergency Call Information",NULL,NULL,NULL,2017
1122,Joint,"Joint Committee on State Judicial Salaries",Joint,TX,"Joint Comm on State Judicial Salaries",NULL,NULL,NULL,2017
1123,Joint,"Joint Interim Committee on Prescribing & Dispensing Controlled Substances",Interim,TX,"Joint Interim C. on Prescribing & Dispensing Controlled Substances",NULL,NULL,NULL,2017
1124,Joint,"State Water Implementation Fund for Texas Advisory Committee",Joint,TX,"State Water Implementation Fund",NULL,NULL,NULL,2017
1125,Assembly,"Assembly Standing Committee on Public Employment and Retirement",Standing,CA,"Public Employment and Retiremen",NULL,NULL,NULL,2017
1126,Senate,"Senate Standing Committee on Agriculture",Standing,CA,Agricultur,NULL,NULL,NULL,2019
1127,Senate,"Senate Standing Committee on Appropriations",Standing,CA,Appropriations,NULL,NULL,NULL,2019
1128,Senate,"Senate Standing Committee on Banking and Financial Institutions",Standing,CA,"Banking and Financial Institutions",NULL,NULL,NULL,2019
1129,Senate,"Senate Standing Committee on Budget and Fiscal Review",Standing,CA,"Budget and Fiscal Review",NULL,NULL,NULL,2019
1130,Senate,"Senate Standing Committee on Business, Professions and Economic Development",Standing,CA,"Business, Professions and Economic Developmen",NULL,NULL,NULL,2019
1131,Senate,"Senate Standing Committee on Education",Standing,CA,Education,NULL,NULL,NULL,2019
1132,Senate,"Senate Standing Committee on Elections and Constitutional Amendments",Standing,CA,"Elections and Constitutional Amendments",NULL,NULL,NULL,2019
1133,Senate,"Senate Standing Committee on Energy, Utilities and Communications",Standing,CA,"Energy, Utilities and Communications",NULL,NULL,NULL,2019
1134,Senate,"Senate Standing Committee on Environmental Quality",Standing,CA,"Environmental Quality",NULL,NULL,NULL,2019
1135,Senate,"Senate Standing Committee on Governance and Finance",Standing,CA,"Governance and Financ",NULL,NULL,NULL,2019
1136,Senate,"Senate Standing Committee on Governmental Organization",Standing,CA,"Governmental Organization",NULL,NULL,NULL,2019
1137,Senate,"Senate Standing Committee on Health",Standing,CA,Heal,NULL,NULL,NULL,2019
1138,Senate,"Senate Standing Committee on Human Services",Standing,CA,"Human Services",NULL,NULL,NULL,2019
1139,Senate,"Senate Standing Committee on Insurance",Standing,CA,Insuranc,NULL,NULL,NULL,2019
1140,Senate,"Senate Standing Committee on Judiciary",Standing,CA,Judiciary,NULL,NULL,NULL,2019
1141,Senate,"Senate Standing Committee on Labor and Industrial Relations",Standing,CA,"Labor and Industrial Relations",NULL,NULL,NULL,2019
1142,Senate,"Senate Standing Committee on Natural Resources and Water",Standing,CA,"Natural Resources and Water",NULL,NULL,NULL,2019
1143,Senate,"Senate Standing Committee on Public Employment and Retirement",Standing,CA,"Public Employment and Retiremen",NULL,NULL,NULL,2019
1144,Senate,"Senate Standing Committee on Public Safety",Standing,CA,"Public Safety",NULL,NULL,NULL,2019
1145,Senate,"Senate Standing Committee on Rules",Standing,CA,Rules,NULL,NULL,NULL,2019
1146,Senate,"Senate Standing Committee on Transportation and Housing",Standing,CA,"Transportation and Housing",NULL,NULL,NULL,2019
1147,Senate,"Senate Standing Committee on Veterans Affairs",Standing,CA,"Veterans Affairs",NULL,NULL,NULL,2019
1148,Senate,"Senate Joint Legislative Budget Committee Subcommittee on the Selection of the Legislative Analyst",Subcommittee,CA,"Selection of the Legislative Analys",NULL,NULL,NULL,2019
1149,Joint,"Joint Legislative Budget Committee",Joint,CA,"Joint Legislative Budget Commi",NULL,NULL,NULL,2019
1150,Senate,"Senate Committee on Legislative Ethics",Other,CA,"Legislative Ethics",NULL,NULL,NULL,2019
1151,Assembly,"Assembly Standing Committee on Accountability and Administrative Review",Standing,CA,"Accountability and Administrative Review",NULL,NULL,NULL,2019
1152,Assembly,"Assembly Standing Committee on Aging and Long-Term Care",Standing,CA,"Aging and Long-Term Car",NULL,NULL,NULL,2019
1153,Assembly,"Assembly Standing Committee on Agriculture",Standing,CA,Agricultur,NULL,NULL,NULL,2019
1154,Assembly,"Assembly Standing Committee on Appropriations",Standing,CA,Appropriations,NULL,NULL,NULL,2019
1155,Assembly,"Assembly Standing Committee on Arts, Entertainment, Sports, Tourism, and Internet Media",Standing,CA,"Arts, Entertainment, Sports, Tourism, and Internet Media",NULL,NULL,NULL,2019
1156,Assembly,"Assembly Standing Committee on Banking and Finance",Standing,CA,"Banking and Financ",NULL,NULL,NULL,2019
1157,Assembly,"Assembly Standing Committee on Budget",Standing,CA,Budg,NULL,NULL,NULL,2019
1158,Assembly,"Assembly Standing Committee on Business and Professions",Standing,CA,"Business and Professions",NULL,NULL,NULL,2019
1159,Assembly,"Assembly Standing Committee on Communications and Conveyance",Standing,CA,"Communications and Conveyanc",NULL,NULL,NULL,2019
1160,Assembly,"Assembly Standing Committee on Education",Standing,CA,Education,NULL,NULL,NULL,2019
1161,Assembly,"Assembly Standing Committee on Elections and Redistricting",Standing,CA,"Elections and Redistricting",NULL,NULL,NULL,2019
1162,Assembly,"Assembly Standing Committee on Environmental Safety and Toxic Materials",Standing,CA,"Environmental Safety and Toxic Materials",NULL,NULL,NULL,2019
1163,Assembly,"Assembly Standing Committee on Governmental Organization",Standing,CA,"Governmental Organization",NULL,NULL,NULL,2019
1164,Assembly,"Assembly Standing Committee on Health",Standing,CA,Heal,NULL,NULL,NULL,2019
1165,Assembly,"Assembly Standing Committee on Higher Education",Standing,CA,"Higher Education",NULL,NULL,NULL,2019
1166,Assembly,"Assembly Standing Committee on Housing and Community Development",Standing,CA,"Housing and Community Developmen",NULL,NULL,NULL,2019
1167,Assembly,"Assembly Standing Committee on Human Services",Standing,CA,"Human Services",NULL,NULL,NULL,2019
1168,Assembly,"Assembly Standing Committee on Insurance",Standing,CA,Insuranc,NULL,NULL,NULL,2019
1169,Assembly,"Assembly Standing Committee on Jobs, Economic Development, and the Economy",Standing,CA,"Jobs, Economic Development, and the Economy",NULL,NULL,NULL,2019
1170,Assembly,"Assembly Standing Committee on Judiciary",Standing,CA,Judiciary,NULL,NULL,NULL,2019
1171,Assembly,"Assembly Standing Committee on Labor and Employment",Standing,CA,"Labor and Employmen",NULL,NULL,NULL,2019
1172,Assembly,"Assembly Standing Committee on Local Government",Standing,CA,"Local Governmen",NULL,NULL,NULL,2019
1173,Assembly,"Assembly Standing Committee on Natural Resources",Standing,CA,"Natural Resources",NULL,NULL,NULL,2019
1174,Assembly,"Assembly Standing Committee on Privacy and Consumer Protection",Standing,CA,"Privacy and Consumer Protection",NULL,NULL,NULL,2019
1175,Assembly,"Assembly Standing Committee on Public Employment and Retirement",Standing,CA,"Public Employment and Retiremen",NULL,NULL,NULL,2019
1176,Assembly,"Assembly Standing Committee on Public Safety",Standing,CA,"Public Safety",NULL,NULL,NULL,2019
1177,Assembly,"Assembly Standing Committee on Revenue and Taxation",Standing,CA,"Revenue and Taxation",NULL,NULL,NULL,2019
1178,Assembly,"Assembly Standing Committee on Rules",Standing,CA,Rules,NULL,NULL,NULL,2019
1179,Assembly,"Assembly Standing Committee on Transportation",Standing,CA,Transportation,NULL,NULL,NULL,2019
1180,Assembly,"Assembly Standing Committee on Utilities and Energy",Standing,CA,"Utilities and Energy",NULL,NULL,NULL,2019
1181,Assembly,"Assembly Standing Committee on Veterans Affairs",Standing,CA,"Veterans Affairs",NULL,NULL,NULL,2019
1182,Assembly,"Assembly Standing Committee on Water, Parks, and Wildlife",Standing,CA,"Water, Parks, and Wildlif",NULL,NULL,NULL,2019
1183,Assembly,"Assembly Budget Subcommittee No. 1 on Health and Human Services",Subcommittee,CA,"Health and Human Services",NULL,NULL,NULL,2019
1184,Assembly,"Assembly Budget Subcommittee No. 2 on Education Finance",Subcommittee,CA,"Education Financ",NULL,NULL,NULL,2019
1185,Assembly,"Assembly Budget Subcommittee No. 3 on Resources and Transportation",Subcommittee,CA,"Resources and Transportation",NULL,NULL,NULL,2019
1186,Assembly,"Assembly Budget Subcommittee No. 4 on State Administration",Subcommittee,CA,"State Administration",NULL,NULL,NULL,2019
1187,Assembly,"Assembly Budget Subcommittee No. 5 on Public Safety",Subcommittee,CA,"Public Safety",NULL,NULL,NULL,2019
1188,Assembly,"Assembly Budget Subcommittee No. 6 on Budget Process Oversight and Program Evaluation","Budget Subcommittee",CA,"Budget Process Oversight and Program Evaluation",NULL,NULL,NULL,2019
1189,Assembly,"Assembly Joint Committee on Rules Subcommittee on Sexual Harassment Prevention and Response",Subcommittee,CA,"Sexual Harassment Prevention and Respons",NULL,NULL,NULL,2019
1190,Assembly,"Assembly Joint Legislative Budget Subcommittee on the Selection of the Legislative Analyst",Subcommittee,CA,"Selection of the Legislative Analys",NULL,NULL,NULL,2019
1191,Assembly,"Assembly Select Committee on 2028 Olympic and Paralympic Games",Select,CA,"2028 Olympic and Paralympic Games",NULL,NULL,NULL,2019
1192,Assembly,"Assembly Select Committee on Aerospace",Select,CA,Aerospac,NULL,NULL,NULL,2019
1193,Assembly,"Assembly Select Committee on Asia/California Trade and Investment Promotion",Select,CA,"Asia/California Trade and Investment Promotion",NULL,NULL,NULL,2019
1194,Assembly,"Assembly Select Committee on Biotechnology",Select,CA,Biotechnology,NULL,NULL,NULL,2019
1195,Assembly,"Assembly Select Committee on California's Clean Energy Economy",Select,CA,"California's Clean Energy Economy",NULL,NULL,NULL,2019
1196,Assembly,"Assembly Select Committee on California's Energy Future",Select,CA,"California's Energy Futur",NULL,NULL,NULL,2019
1197,Assembly,"Assembly Select Committee on California-México Bi-National Affairs",Select,CA,"California-México Bi-National Affairs",NULL,NULL,NULL,2019
1198,Assembly,"Assembly Select Committee on Campus Climate",Select,CA,"Campus Clima",NULL,NULL,NULL,2019
1199,Assembly,"Assembly Select Committee on Career Technical Education and Building a 21st Century Workforce",Select,CA,"Career Technical Education and Building a 21st Century Workforc",NULL,NULL,NULL,2019
1200,Assembly,"Assembly Select Committee on Census",Select,CA,Census,NULL,NULL,NULL,2019
1201,Assembly,"Assembly Select Committee on Coastal Protection and Access to Natural Resources",Select,CA,"Coastal Protection and Access to Natural Resources",NULL,NULL,NULL,2019
1202,Assembly,"Assembly Select Committee on Community and Law Enforcement Relations and Responsibilities",Select,CA,"Community and Law Enforcement Relations and Responsibilities",NULL,NULL,NULL,2019
1203,Assembly,"Assembly Select Committee on Community College Affordability and Guided Pathways for Students",Select,CA,"Community College Affordability and Guided Pathways for Students",NULL,NULL,NULL,2019
1204,Assembly,"Assembly Select Committee on Craft Brewing and Distilling",Select,CA,"Craft Brewing and Distilling",NULL,NULL,NULL,2019
1205,Assembly,"Assembly Select Committee on Cybersecurity",Select,CA,Cybersecurity,NULL,NULL,NULL,2019
1206,Assembly,"Assembly Select Committee on Diabetes and Heart Disease Prevention",Select,CA,"Diabetes and Heart Disease Prevention",NULL,NULL,NULL,2019
1207,Assembly,"Assembly Select Committee on Domestic Violence",Select,CA,"Domestic Violenc",NULL,NULL,NULL,2019
1208,Assembly,"Assembly Select Committee on Economic Development and Investment in Rural California",Select,CA,"Economic Development and Investment in Rural California",NULL,NULL,NULL,2019
