oid,name,city,stateHeadquartered
609,"Comprehensive Outpatient Surgery Center",NULL,NULL
610,"California Association Of Licensed Repossessors",NULL,NULL
611,"California Society Of Industrial Medicine And Surgery",NULL,NULL
612,"S & B Surgery Center",NULL,NULL
613,"Visionquest Industries Inc. Dba Vq Orthocare",NULL,NULL
614,"Pacific Coast Quarter Horse Racing Association",NULL,NULL
615,"Ray Cammack Shows Inc.",NULL,NULL
616,"Beneto Inc.",NULL,NULL
617,"County Of Stanislaus",NULL,NULL
618,"Western Insurance Administrators, Inc.",NULL,NULL
619,"Bastyr University",NULL,NULL
620,"National Association Of Computer Consultant Businesses - Southern California Chapter",NULL,NULL
621,"American Land Title Association",NULL,NULL
622,"Mitsubishi Cement Corporation",NULL,NULL
623,"National Cement Company Of California",NULL,NULL
624,"North Lake Tahoe Resort Association",NULL,NULL
625,"Biodegradable Products Institute",NULL,NULL
626,"U.S. Borax Inc.",NULL,NULL
627,"Lehigh Southwest Cement Company",NULL,NULL
628,"North Tahoe Fire Protection District",NULL,NULL
629,"California Portland Cement Company",NULL,NULL
630,"Hanson Permanente Cement",NULL,NULL
631,"Stockton Department Of Parks And Recreation City Of",NULL,NULL
632,"Construction Materials Association Of California (Cmac)",NULL,NULL
633,"Placercounty Of",NULL,NULL
634,"Deft Inc.",NULL,NULL
635,"East Bay Regional Park District",NULL,NULL
636,"Kensington Police Protection And Community Services District",NULL,NULL
637,"National Steel & Shipbuilding Company",NULL,NULL
638,"Rmc Pacific Materials",NULL,NULL
639,"International Council Of Cruise Lines",NULL,NULL
640,"Deputy Sheriffs' Association Of Alameda County",NULL,NULL
641,"Los Angeles To Pasadena Metro Blue Line Construction Authority",NULL,NULL
642,"R.C.N. Ranch (Wholly Owned Subsidiary Of R. Cevasco Nursery Inc.)",NULL,NULL
643,"Artesia City Of",NULL,NULL
644,"California Association Of Auto Brokers",NULL,NULL
645,"California School Transportation Association",NULL,NULL
646,Lumetra,NULL,NULL
647,"Watereuse Foundation",NULL,NULL
648,"West Coast Power LLC",NULL,NULL
649,"Nighthawk Radiology Services LLC",NULL,NULL
650,"Education Mandated Cost Network (Emcn)",NULL,NULL
651,WellspringRX,NULL,NULL
652,Honeywell,NULL,NULL
653,"Huntington Park City Of",NULL,NULL
654,"Equal Access Auto Lending Of California, Inc.",NULL,NULL
655,"Stallion Springs Community Services District",NULL,NULL
656,"Tahoe City Public Utility District",NULL,NULL
657,"Southgate Recreation & Park District",NULL,NULL
658,"Bear Valley Community Services District",NULL,NULL
659,"Fresno Unified School District",NULL,NULL
660,"Houghton Mifflin",NULL,NULL
661,"Irvine Unified School District",NULL,NULL
662,"Kern County Superintendent",NULL,NULL
663,"Lodi Unified School District",NULL,NULL
664,"Metropolitan Education District",NULL,NULL
665,"Merced City School District",NULL,NULL
666,"Newhall Elementary School District",NULL,NULL
667,"Orange County Department Of Education",NULL,NULL
668,"Oxnard Union High School District",NULL,NULL
669,"Palo Verde Community College District",NULL,NULL
670,"Phase Ii Systems",NULL,NULL
671,"California Apartment Association",NULL,NULL
672,"Riverside Publishing Company",NULL,NULL
673,"Kimberly-Clark Corp.",NULL,NULL
674,"Association Of Retired Teachers",NULL,NULL
675,"California Association Of Councils Of Governments",NULL,NULL
676,"City Of Ontario",NULL,NULL
677,"Los Angeles County Fair Association",NULL,NULL
678,"Los Angeles County Office Of Education",NULL,NULL
679,"Montclair City Of",NULL,NULL
680,"Rialto City Of",NULL,NULL
681,"Oxnardcity Of",NULL,NULL
682,"California Mortgage Association",NULL,NULL
683,"Hanson Aggregates Mid-Pacific Inc. And Affiliates",NULL,NULL
684,"City Of Daly City",NULL,NULL
685,"City Of Industry",NULL,NULL
686,"Durham Transportation Inc. (Dba Durham School Services)",NULL,NULL
687,"American Airlines",NULL,NULL
688,"Caliber Collision Centers",NULL,NULL
689,"California Chapter American College Of Cardiology",NULL,NULL
690,"Yucaipa, City Of",NULL,NULL
691,"National Aerosol Association",NULL,NULL
692,"California Occupational Medicine Physicians",NULL,NULL
693,"California School Food Services Association",NULL,NULL
694,"Penny-Newman Milling Company LLC",NULL,NULL
695,"Irvine Ranch Water District",NULL,NULL
696,"The Cosmetic, Toiletry And Fragrance Association",NULL,NULL
697,"Gregory Canyon, Ltd, LLC",NULL,NULL
698,"International Union Of Elevator Constructors Local 8",NULL,NULL
699,"International Union Of Elevator Constructors Local 18",NULL,NULL
700,"Association Of American Publishers",NULL,NULL
701,"California Farm Bureau Federation",NULL,NULL
702,"Capistrano Unified School District",NULL,NULL
703,"California Cotton Growers Association",NULL,NULL
704,"Association For Los Angeles Deputy Sheriffs",NULL,NULL
705,"Alliance Of Western Milk Producers Inc.",NULL,NULL
706,"California Agricultural Aircraft Association",NULL,NULL
707,"California Cable & Telecommunications Association",NULL,NULL
708,"California Auto Dismantlers And Recyclers Alliance",NULL,NULL
709,"Blue Shield Of California",NULL,NULL
710,"Western Dental Services, Inc.",NULL,NULL
711,"California Cotton Ginners Association",NULL,NULL
712,"Tahoe Truckee Unified School District",NULL,NULL
713,"Texas Industries Inc. (Txi)",NULL,NULL
714,"California Cogeneration Council",NULL,NULL
715,"Los Angeles County District Attorney'S Office",NULL,NULL
716,Samcorp,NULL,NULL
717,"Dewey Square Group",NULL,NULL
718,"Ace Guaranty Corporation",NULL,NULL
719,"Norcal Mutual Insurance Company",NULL,NULL
720,"Electric And Gas Industries Association",NULL,NULL
722,"Option One Mortgage Corporation",NULL,NULL
723,"Riversidecity Of",NULL,NULL
724,"Riversidecounty Of",NULL,NULL
725,"San Mateo County Transit District",NULL,NULL
727,"Tidelands Oil Production Company",NULL,NULL
728,"Imperial County Office Of Education",NULL,NULL
729,"Los Angeles County Lifeguard Association",NULL,NULL
730,"Aetna, Inc.",NULL,NULL
731,"California Council Of Community Mental Health Agencies",NULL,NULL
732,"Mental Health Association In California",NULL,NULL
733,"San Diego County Sheriff'S Department",NULL,NULL
734,"Marc Brown & Associates",NULL,NULL
735,"California Association Of Resource Conservation Districts",NULL,NULL
736,"Los Angeles Police Protective League",NULL,NULL
737,"Los Angeles Probation Unionafscmelocal 685",NULL,NULL
738,"Riverside Sheriffs' Association",NULL,NULL
739,"California Apple Commission",NULL,NULL
740,"Western Propane Gas Association",NULL,NULL
741,"California Asparagus Commission",NULL,NULL
742,"Riley & Reiner",NULL,NULL
743,"California Peace Officers Association",NULL,NULL
744,"California Association Of Nurseries And Garden Centers",NULL,NULL
745,"California Police Chiefs Association",NULL,NULL
746,"California Narcotic Officers' Association",NULL,NULL
747,"California Restaurant Association",NULL,NULL
748,"Golden State Builders Exchanges",NULL,NULL
749,"California Cast Metals Association",NULL,NULL
750,"Landmark Healthcare",NULL,NULL
751,"Pacific High School, Inc.",NULL,NULL
752,"Pet Industry Joint Advisory Council",NULL,NULL
753,"Romoland School District",NULL,NULL
754,"San Joaquin County Office Of Education",NULL,NULL
755,AARP,NULL,NULL
756,"Washington Township Health Care District",NULL,NULL
757,"Consumer Specialty Products Association",NULL,NULL
758,"California Poison Control System",NULL,NULL
759,"California Society Of Plastic Surgeons",NULL,NULL
760,"Grossmont Healthcare District",NULL,NULL
761,"Medtronic Sofamor Danek Usa",NULL,NULL
762,"Maloof Sports & Entertainment",NULL,NULL
763,"Western United Dairymen",NULL,NULL
764,"California Association Of Psychiatric Technicians",NULL,NULL
765,"Western Association Of Venture Capitalists",NULL,NULL
766,"The Nasdaq Stock Market",NULL,NULL
767,"California Association Of Naturopathic Physicians",NULL,NULL
768,"Ck And Associates",NULL,NULL
769,"Nutritional Products Inc.",NULL,NULL
770,"Chief Probation Officers Of California",NULL,NULL
771,"California Authority Of Racing Fairs",NULL,NULL
772,"California Avocado Commission",NULL,NULL
773,"California Citrus Mutual",NULL,NULL
774,"California Taxpayers' Association",NULL,NULL
775,"California Public Parking Association",NULL,NULL
776,"California Cut Flower Commission",NULL,NULL
777,"California Air Pollution Control Officers' Association",NULL,NULL
779,"Central Delta Water Agency",NULL,NULL
780,"United Laguna Hills Mutual",NULL,NULL
781,"Third Laguna Hills Mutual",NULL,NULL
782,"Laguna Woods Mutual No. 50",NULL,NULL
783,"Southern California Association Of Governments",NULL,NULL
784,BearingPoint,NULL,NULL
785,Cleanstreet,NULL,NULL
786,"Aristotle International, Inc.",NULL,NULL
787,"California Amusement Park Association, Inc.",NULL,NULL
788,"Cabrillo Power I LLC",NULL,NULL
789,"Holtville Unified School District",NULL,NULL
790,"Kern Union High School District",NULL,NULL
791,"King City Union Elementary School District",NULL,NULL
792,"Lennox Elementary School District",NULL,NULL
793,"Los Banos Unified School District",NULL,NULL
794,"California Chapters-Institute Of Scrap Recycling Industries",NULL,NULL
795,"Fnc Medical Corporation",NULL,NULL
796,"Medical Insurance Exchange Of California",NULL,NULL
797,"Scpie Companies, The",NULL,NULL
799,"Brokers International Ltd",NULL,NULL
800,"Johnson & Johnson Services, Inc.",NULL,NULL
801,"California Coalition Of Travel Organizations",NULL,NULL
802,"Recreational Boaters Of California",NULL,NULL
803,"Simi Group",NULL,NULL
804,"Faculty Society At Harbor-Ucla Medical Center",NULL,NULL
805,"California Association Of Interlock Service Providers",NULL,NULL
806,"Granite Construction Inc.",NULL,NULL
807,"Association Of California Healthcare Districts (Achd)",NULL,NULL
808,"The Metropolitan Water District Of Southern California",NULL,NULL
809,"International Health, Racquet & Sportsclub Association",NULL,NULL
810,Ncr,NULL,NULL
811,"Qualcomm, Inc.",NULL,NULL
812,"Quest Diagnostics Incorporated",NULL,NULL
813,"California County Superintendents Educational Services Association",NULL,NULL
814,"Apartment Association Of Orange County",NULL,NULL
815,"Humboldt County Office Of Education",NULL,NULL
816,"Sonoma County Office Of Education",NULL,NULL
817,"Investec Real Estate",NULL,NULL
818,"Lorillard Tobacco Company",NULL,NULL
819,"California Medical Association, Inc.",NULL,NULL
820,"California Association Of Addiction Recovery Resources",NULL,NULL
821,"American Staffing Association",NULL,NULL
822,"Artichoke Joe'S, Inc.",NULL,NULL
823,"Association Of Woodworking & Furnishings Suppliers",NULL,NULL
824,"Palmdale Summit",NULL,NULL
825,"Caithness Energy L.L.C.",NULL,NULL
826,"Engineering Contractors' Association",NULL,NULL
827,"California Fence Contractors Association",NULL,NULL
828,"Acclamation Insurance Services Inc.",NULL,NULL
829,"License Instruction Schools",NULL,NULL
830,"Independent Waste Oil Collectors And Transporters",NULL,NULL
831,"Pinnacle Entertainmentinc.",NULL,NULL
832,"Coalition For Interior Design Accountability (Cida)",NULL,NULL
833,"California Pepper Commission",NULL,NULL
834,"Collateral Loan & Secondhand Dealers Association",NULL,NULL
835,"American Academy Of Pediatrics California District IX",NULL,NULL
836,"California Association Of Medical Product Suppliers",NULL,NULL
837,"Universal Paragon Corporation",NULL,NULL
838,"Riverside Community College District",NULL,NULL
839,"Inyo County Office Of Education",NULL,NULL
840,"Lake County Office Of Education",NULL,NULL
841,"Mendocino County Office Of Education",NULL,NULL
842,"Duraflame Inc.",NULL,NULL
843,"Whirlpool Corporation",NULL,NULL
844,"Coalition For Injured Workers",NULL,NULL
845,"Barstow, City Of",NULL,NULL
846,"California Alarm Association",NULL,NULL
847,"California Mobilehome Parkowners Alliance",NULL,NULL
848,"California Staffing Professionals (Csp)",NULL,NULL
849,"California State Association Of Public Administrators, Public Guardians, And Public Conservators",NULL,NULL
850,"California Travel Parks Association",NULL,NULL
851,"California Speech-Language-Hearing Association",NULL,NULL
852,"California Bus Association",NULL,NULL
853,"California Refuse Removal Council-Northern District (Crrc)",NULL,NULL
854,"Metam Sodium Task Force",NULL,NULL
855,"Western Fairs Association",NULL,NULL
856,"Rancho Santa Fe School District",NULL,NULL
857,"San Dieguito Union School District",NULL,NULL
858,"Santa Paula Elementary School District",NULL,NULL
859,"Saugus Union School District",NULL,NULL
860,"School Facility Manufacturers' Association",NULL,NULL
861,"Small School Districts Association",NULL,NULL
863,"Sacramento City Unified School District",NULL,NULL
864,"California Association Of Alcoholism And Drug Abuse Counselors",NULL,NULL
865,"Sweetwater Union High School District",NULL,NULL
866,"California Orthotics & Prosthetics Association",NULL,NULL
867,"Fitness Management Corporation",NULL,NULL
868,"Glendora, City Of",NULL,NULL
869,"Blue Cross Of California (A Subsidiary Of Wellpoint Health Networks, Inc.)",NULL,NULL
870,"Association Of Home Appliance Manufacturers",NULL,NULL
872,"Cudahy City Of",NULL,NULL
873,"California Bag And Film Alliance",NULL,NULL
874,"California Film Extruders & Converters Association",NULL,NULL
875,"Flexible Packaging Association",NULL,NULL
876,"Forensic Expert Witness Association",NULL,NULL
877,"California Association Of Homes And Services For The Aging",NULL,NULL
878,"California Broadcasters Association",NULL,NULL
879,"California Hospice & Palliative Care Association",NULL,NULL
880,"California Pharmacists Association",NULL,NULL
881,"California Rehabilitation Association",NULL,NULL
882,"HealthSouth, Inc.",NULL,NULL
883,"Visiontek, Inc.",NULL,NULL
884,"Wintec Energy Ltd",NULL,NULL
885,"Occidental Petroleum Corporation And Subsidiaries",NULL,NULL
886,"California Manufactured Housing Institute",NULL,NULL
887,"California Podiatric Medical Association",NULL,NULL
888,"Californians For Ferret Legalization",NULL,NULL
889,"Plastering Contractors Association Of Southern California",NULL,NULL
890,"Society Of Plastics Industry",NULL,NULL
891,"Western Home Furnishings Association",NULL,NULL
892,"Maywoodcity Of",NULL,NULL
893,"Commerce/Commerce Community Development Commission City Of",NULL,NULL
894,"California Healthcare Institute (Chi)",NULL,NULL
895,"American Para Professional Systems",NULL,NULL
896,"California Animal Association",NULL,NULL
897,"Coalition For Quality Credit Counseling (Cqcc)",NULL,NULL
898,"Consumer Electronics Association (Cea)",NULL,NULL
899,"Electronic Industries Alliance (Eia)",NULL,NULL
900,"Golden State Donor Services",NULL,NULL
901,"Honda North America Inc.",NULL,NULL
902,"Skyles Insurance Agency",NULL,NULL
903,"Marin Builders' Exchange",NULL,NULL
904,"Flasher Barricade Association",NULL,NULL
905,"California Building Industry Association",NULL,NULL
906,"Dairy Institute Of California",NULL,NULL
907,"Avid Center",NULL,NULL
908,"California Rice Commission",NULL,NULL
909,"California Nevada Soft Drink Association",NULL,NULL
910,"California Sheep Commission",NULL,NULL
911,"Duarte, City Of",NULL,NULL
912,"Computer Sciences Corporation",NULL,NULL
913,"Industry Urban-Development Agency",NULL,NULL
914,"Laguna Hills, City Of",NULL,NULL
915,"Hlr - Services",NULL,NULL
916,Caloptima,NULL,NULL
917,"Delta Wetlands ",NULL,NULL
918,"Glass Packaging Institute",NULL,NULL
919,"Hearth Patio & Barbecue Association Pacific",NULL,NULL
920,"Homeguard Incorporated",NULL,NULL
921,"Pihra - Professionals In Human Resources Association",NULL,NULL
922,"California Alliance Of Child And Family Services",NULL,NULL
923,"Metal Finishing Association Of Southern California",NULL,NULL
924,"California Radiological Society",NULL,NULL
925,"California Society Of Pathologists",NULL,NULL
926,"California Strawberry Commission",NULL,NULL
927,"California Tomato Commission",NULL,NULL
928,"Carmax Auto Superstores West Coast Inc.",NULL,NULL
929,"Croplife America",NULL,NULL
930,"California Official Court Reporters Association",NULL,NULL
931,"Will Rogers Polo Club",NULL,NULL
932,"California Tax Reform Association",NULL,NULL
933,"Family Service Council Of California",NULL,NULL
934,"Bickmore Risk Services",NULL,NULL
935,"Calaveras Unified School District",NULL,NULL
936,"California Association Of Private Special Education Schools (Capses)",NULL,NULL
937,"California Association Of Work Experience Educators",NULL,NULL
938,"California Association For Health Services At Home",NULL,NULL
939,"Association Of California Construction Managers",NULL,NULL
940,"California Charter Schools Association",NULL,NULL
941,"California Retired Teachers Association",NULL,NULL
942,"Five Star Education Coalition",NULL,NULL
943,"Ballard & Tighe, Publishers",NULL,NULL
944,"Aes Pacific",NULL,NULL
945,"Glendale Unified School District",NULL,NULL
946,"Magnolia Elementary School District",NULL,NULL
947,"Santa Clara County Office Of Education",NULL,NULL
948,"California School Library Association",NULL,NULL
949,"California Association Of Teachers Of English To Speakers Of Other Languages",NULL,NULL
950,"Riverside Unified School District",NULL,NULL
951,"Marin County Superintendents",NULL,NULL
952,Allscripts,NULL,NULL
953,"California Association Of Pest Control Advisers ",NULL,NULL
954,"California Association Of Winegrape Growers",NULL,NULL
955,"Napa City Of",NULL,NULL
956,"Underwriters At Lloyd'S London (Lloyd'S Of London)",NULL,NULL
957,"Ceres Unified School District",NULL,NULL
958,"Davis Jt. Unified School District",NULL,NULL
959,"California Wool Growers Association",NULL,NULL
960,"The Margolin Group Inc.",NULL,NULL
962,"Association Of Child Victim Treatment Centers",NULL,NULL
963,"California Independent Bankers Of The Independent Community Bankers Of America",NULL,NULL
964,"Bristol-Myers Squibb Company",NULL,NULL
965,"Affiliated Computer Services",NULL,NULL
966,"Coalition For Adequate School Housing",NULL,NULL
967,"Community College Facility Coalition",NULL,NULL
968,"International Code Council",NULL,NULL
969,"Lynwood Unified School District",NULL,NULL
970,"Ca Child Development Administrators Association",NULL,NULL
971,"Colusa Basin Drainage District",NULL,NULL
972,"Glenn-Colusa Irrigation District",NULL,NULL
973,"Imperial Irrigation District",NULL,NULL
974,"Kern County Water Agency",NULL,NULL
975,"Kings River Conservation District",NULL,NULL
976,"Kings River Water Association",NULL,NULL
977,"Lake County Sanitation District",NULL,NULL
978,"American Planning Association, California Chapter",NULL,NULL
979,"California Paint Council, A Chapter Of The National Paint & Coatings Association",NULL,NULL
980,"Modesto Irrigation District",NULL,NULL
981,"Norcal Waste Systems, Inc.",NULL,NULL
982,"Center For Energy & Economic Development, The",NULL,NULL
983,"Sacramento Area Flood Control Agency",NULL,NULL
984,"San Bernardino Valley Municipal Water District",NULL,NULL
985,"Maersk Company, The",NULL,NULL
986,"California School Boards Association",NULL,NULL
987,"California Association Of Administrators Of State And Federal Education Programs",NULL,NULL
988,"California Japanese American Community Leadership Council",NULL,NULL
989,"California Science Center Foundation",NULL,NULL
990,"City College Of San Francisco",NULL,NULL
991,"Culligan International Company",NULL,NULL
992,"North Bay Construction Inc.",NULL,NULL
993,"Child Development Policy Institute",NULL,NULL
994,"Professional Association For Childhood Education",NULL,NULL
995,"California Association Of Public Authorities For Ihss",NULL,NULL
996,"California Beer & Beverage Distributors",NULL,NULL
997,"Pacific Rim Drywall Association",NULL,NULL
998,"California Association Of Zoos And Aquariums",NULL,NULL
999,"California Council For Environmental And Economic Balance",NULL,NULL
1000,"Sicpa Product Security",NULL,NULL
1001,"Natural History Museum Of Los Angeles County",NULL,NULL
1002,"Tesoro Refining & Marketing Company",NULL,NULL
1003,"Mojave Water Agency",NULL,NULL
1004,"Westlands Water District",NULL,NULL
1005,"City Of San Diego",NULL,NULL
1006,"Edison International & Subsidiaries",NULL,NULL
1007,"Dell Inc.",NULL,NULL
1008,"Alhambra, City Of",NULL,NULL
1010,"Connections Academy",NULL,NULL
1011,EdFund,NULL,NULL
1012,"Fullerton Joint Union High School District",NULL,NULL
1013,"High School Districts Association",NULL,NULL
1014,"Los Angeles Unified School District",NULL,NULL
1015,"Montebello Unified School District",NULL,NULL
1016,"San Bernardino City Unified School District",NULL,NULL
1017,"Osteopathic Physicians And Surgeons Of California",NULL,NULL
1018,"Daughters Of Charity Health System",NULL,NULL
1019,"Harley-Davidson Motor Company",NULL,NULL
1020,"Employers Compensation Insurance Company",NULL,NULL
1021,"Local Health Plans Of California",NULL,NULL
1022,"Contra Costa County Superintendents Coalition",NULL,NULL
1023,"Hemet Unified School District",NULL,NULL
1024,"Lamont School District",NULL,NULL
1025,"Lassen Union High School District",NULL,NULL
1026,"Mc Grath Rentcorp Dba Mobile Modular Management Corporation",NULL,NULL
1027,"Pasadena Unified School District",NULL,NULL
1028,"Metropolitan Life Insurance Company",NULL,NULL
1029,"Naral Pro-Choice America Dba Naral Pro-Choice California",NULL,NULL
1030,"Safeguard Health Plans, Inc",NULL,NULL
1031,"Sealy, Inc.",NULL,NULL
1032,"United Domestic Workers Of America, Afscme, Afl-Cio",NULL,NULL
1033,"San Gabriel Basin Water Quality Authority",NULL,NULL
1034,"San Luis & Delta-Mendota Water Authority",NULL,NULL
1035,"Santa Cruz, City Of",NULL,NULL
1036,"Scientific Games International, Inc.",NULL,NULL
1037,"Solano County Water Agency",NULL,NULL
1038,"Southern California Ready Mixed Concrete Association",NULL,NULL
1039,"Southern California Rock Products Association",NULL,NULL
