mid,text,doPass,bid,cid,VoteDate,ayes,naes,abstain,result
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB525,49,"2015-04-13 00:00:00",9,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB29,18,"2015-03-24 00:00:00",10,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB355,18,"2015-03-24 00:00:00",10,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB365,18,"2015-03-24 00:00:00",9,1,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB418,18,"2015-03-24 00:00:00",10,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB424,18,"2015-03-24 00:00:00",10,0,0,(PASS)
105317,"Do pass as amended. To Consent Calendar.",1,CA_201520160AB432,18,"2015-03-24 00:00:00",10,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB436,18,"2015-03-24 00:00:00",10,0,0,(PASS)
147518,"Do pass, but first be re-referred to the Committee on [Health]",1,CA_201520160SB133,55,"2015-03-24 00:00:00",10,0,0,(PASS)
147618,"Be adopted. Ordered to third reading",0,CA_201520160SJR4,55,"2015-03-24 00:00:00",10,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB37,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147621,"Do pass, but first be re-referred to the Committee on [Rules] with the recommendation: To Consent Calendar",1,CA_201520160SB141,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB144,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147623,"[First] hearing set for [03-24-2015]: Failed passage in Committee. Reconsideration granted",0,CA_201520160SB173,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB173,61,"2015-03-24 00:00:00",2,7,0,(FAIL)
147623,"[First] hearing set for [03-24-2015]: Failed passage in Committee. Reconsideration granted",0,CA_201520160SB198,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147624,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",1,CA_201520160SB198,61,"2015-03-24 00:00:00",2,7,0,(FAIL)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB204,61,"2015-03-24 00:00:00",8,1,0,(PASS)
147620,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",1,CA_201520160SB208,61,"2015-03-24 00:00:00",7,2,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB209,61,"2015-03-24 00:00:00",7,2,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB234,61,"2015-03-24 00:00:00",9,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB3,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147618,"Be adopted. Ordered to third reading",0,CA_201520160SJR3,61,"2015-03-24 00:00:00",7,2,0,(PASS)
147618,"Be adopted. Ordered to third reading",0,CA_201520160AJR4,61,"2015-03-24 00:00:00",7,2,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB33,56,"2015-03-25 00:00:00",8,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB118,56,"2015-03-25 00:00:00",9,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB13,61,"2015-03-24 00:00:00",8,1,0,(PASS)
147620,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",1,CA_201520160SB20,61,"2015-03-24 00:00:00",7,2,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB125,56,"2015-03-25 00:00:00",8,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB128,56,"2015-03-25 00:00:00",6,2,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB30,4,"2015-04-21 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB55,4,"2015-04-21 00:00:00",6,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB17,46,"2015-04-20 00:00:00",6,1,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB202,4,"2015-04-21 00:00:00",5,2,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB21,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB25,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147684,"Do pass and be re-referred to the Committee on [Judiciary]",1,CA_201520160AB398,4,"2015-04-21 00:00:00",5,1,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB932,4,"2015-04-21 00:00:00",7,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB36,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB164,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147679,"Do pass and be re-referred to the Committee on [Education]",1,CA_201520160AB949,4,"2015-04-21 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB18,52,"2015-04-21 00:00:00",10,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB286,52,"2015-04-21 00:00:00",11,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB174,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB219,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB199,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB539,52,"2015-04-21 00:00:00",9,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB224,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB250,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB275,46,"2015-04-20 00:00:00",5,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB728,52,"2015-04-21 00:00:00",10,1,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB326,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB765,52,"2015-04-21 00:00:00",8,2,0,(PASS)
147718,"Placed on suspense file",0,CA_201520160SB369,46,"2015-04-20 00:00:00",7,0,0,(PASS)
147617,"Do pass as amended, and be re-referred to the Committee on [Appropriations]  with recommendation: To Consent Calendar",1,CA_201520160AB272,18,"2015-04-14 00:00:00",10,0,0,(PASS)
147525,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",1,CA_201520160AB556,18,"2015-04-14 00:00:00",10,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB560,18,"2015-04-14 00:00:00",8,2,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB675,18,"2015-04-14 00:00:00",10,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB749,18,"2015-04-14 00:00:00",7,3,0,(PASS)
105317,"Do pass as amended. To Consent Calendar.",1,CA_201520160AB879,18,"2015-04-14 00:00:00",10,0,0,(PASS)
147752,"Do pass as amended and be re-referred to the Committee on [Housing and Community Development]",1,CA_201520160AB999,18,"2015-04-14 00:00:00",10,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB1146,18,"2015-04-14 00:00:00",10,0,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB1197,18,"2015-04-14 00:00:00",10,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1519,18,"2015-04-14 00:00:00",10,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB1520,18,"2015-04-14 00:00:00",7,2,0,(PASS)
3310,"Do pass.",1,CA_201520160AB1522,18,"2015-04-14 00:00:00",7,2,0,(PASS)
3310,"Do pass.",1,CA_201520160AB1523,18,"2015-04-14 00:00:00",8,1,0,(PASS)
147746,"Do pass and be re-referred to the Committee on [Natural Resources]",1,CA_201520160AB213,28,"2015-04-13 00:00:00",7,4,0,(FAIL)
147520,"Assembly 3rd Reading ACR11 Lackey By Bates",0,CA_201520160ACR11,452,"2015-03-12 09:15:00",35,0,2,(PASS)
147659,"Unfinished Business SCR16 Block Concurrence",0,CA_201520160SCR16,452,"2015-04-06 14:19:00",36,0,3,(PASS)
147660,"Senate 3rd Reading SB138 Fuller",0,CA_201520160SB138,452,"2015-04-06 14:22:00",36,0,3,(PASS)
147661,"Assembly 3rd Reading ACR13 Williams By Liu",0,CA_201520160ACR13,452,"2015-04-06 14:26:00",36,0,3,(PASS)
147662,"Assembly 3rd Reading AJR4 Dodd By Wolk",0,CA_201520160AJR4,452,"2015-04-06 14:30:00",23,12,4,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB19,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB36,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB140,56,"2015-04-08 00:00:00",6,1,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB151,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB275,56,"2015-04-08 00:00:00",7,0,0,(PASS)
147691,"Do pass, but first be re-referred to the Committee on [Education]",1,CA_201520160SB277,56,"2015-04-08 00:00:00",6,2,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB299,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB326,56,"2015-04-08 00:00:00",8,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB361,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB476,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB658,56,"2015-04-08 00:00:00",9,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB170,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147619,"Do pass as amended",1,CA_201520160SB175,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB212,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147638,"Do pass, but first be re-referred to the Committee on [Judiciary]",1,CA_201520160SB262,63,"2015-04-14 00:00:00",5,1,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB271,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB288,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB298,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147619,"Do pass as amended",1,CA_201520160SB303,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB305,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB307,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB347,63,"2015-04-14 00:00:00",4,2,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB456,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB478,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB517,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147760,"[First] hearing set for [04-14-2015]: Failed passage in Committee. Reconsideration granted",0,CA_201520160SB566,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB566,63,"2015-04-14 00:00:00",1,4,0,(FAIL)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB707,63,"2015-04-14 00:00:00",4,2,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB6,63,"2015-04-14 00:00:00",4,1,1,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB110,63,"2015-04-14 00:00:00",6,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB14,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147525,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",1,CA_201520160AB14,27,"2015-04-13 00:00:00",5,9,0,(FAIL)
104835,"Do pass as amended.",1,CA_201520160AB40,27,"2015-04-13 00:00:00",13,2,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB63,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB194,27,"2015-04-13 00:00:00",14,1,0,(PASS)
147761,"Do pass as amended and be re-referred to the Committee on [Budget]",1,CA_201520160AB227,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147525,"Do pass and be re-referred to the Committee on [Privacy and Consumer Protection]",1,CA_201520160AB287,27,"2015-04-13 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB346,27,"2015-04-13 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB638,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147762,"Do pass as amended and be re-referred to the Committee on [Natural Resources]",1,CA_201520160AB857,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147763,"Do pass and be re-referred to the Committee on [Insurance] with recommendation: To Consent Calendar",1,CA_201520160AB933,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1043,27,"2015-04-13 00:00:00",13,2,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1074,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB1250,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1265,27,"2015-04-13 00:00:00",15,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1338,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB1465,27,"2015-04-13 00:00:00",16,0,0,(PASS)
147646,"AB 92 BUDGET Concurrence in Senate Amendments By WEBER",0,CA_201520160AB92,435,"2015-03-26 10:07:57",50,27,3,(PASS)
147647,"AB 91 BUDGET Concurrence in Senate Amendments By WEBER",0,CA_201520160AB91,435,"2015-03-26 10:08:35",74,0,4,(PASS)
147648,"AB 39 MEDINA Assembly Third Reading",0,CA_201520160AB39,435,"2015-03-26 10:39:38",76,0,4,(PASS)
147649,"AB 157 LEVINE Third Reading Urgency",0,CA_201520160AB157,435,"2015-03-26 10:45:33",75,0,5,(PASS)
147650,"AB 198 FRAZIER Assembly Third Reading",0,CA_201520160AB198,435,"2015-03-26 10:46:40",75,0,5,(PASS)
147651,"AB 355 GARCIA, E. Assembly Third Reading",0,CA_201520160AB355,435,"2015-03-26 10:47:53",76,0,4,(PASS)
147652,"SJR 2 Vidak Senate Third Reading By LACKEY",0,CA_201520160SJR2,435,"2015-03-26 10:55:10",65,1,14,(PASS)
147653,"SCR 14 Fuller Consent Calendar Second Day",0,CA_201520160SCR14,435,"2015-03-26 10:56:00",76,0,4,(PASS)
147654,"SCR 16 Block Consent Calendar Second Day Regular Session",0,CA_201520160SCR16,435,"2015-03-26 10:56:00",76,0,4,(PASS)
147655,"SCR 19 Nguyen Consent Calendar Second Day Regular Session",0,CA_201520160SCR19,435,"2015-03-26 10:56:00",76,0,4,(PASS)
147619,"Do pass as amended",1,CA_201520160SB14,59,"2015-04-07 00:00:00",6,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB68,59,"2015-04-07 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1075,10,"2015-04-14 00:00:00",5,2,0,(PASS)
147619,"Do pass as amended",1,CA_201520160SB142,59,"2015-04-07 00:00:00",5,1,0,(PASS)
147657,"Do pass and be ordered to the Consent Calendar",1,CA_201520160SB244,59,"2015-04-07 00:00:00",7,0,0,(PASS)
147619,"Do pass as amended",1,CA_201520160SB414,59,"2015-04-07 00:00:00",7,0,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB646,59,"2015-04-07 00:00:00",7,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB1252,10,"2015-04-14 00:00:00",7,0,0,(PASS)
147684,"Do pass and be re-referred to the Committee on [Judiciary]",1,CA_201520160AB1252,10,"2015-04-14 00:00:00",2,5,0,(FAIL)
147764,"Do pass and be re-referred to the Committee on [Transportation]",1,CA_201520160AB1312,10,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB264,2,"2015-04-15 00:00:00",10,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB315,2,"2015-04-15 00:00:00",10,0,0,(PASS)
147626,"Do pass and be re-referred to the Committee on [Water, Parks, and Wildlife]",1,CA_201520160AB965,10,"2015-04-14 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB1059,10,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB655,2,"2015-04-15 00:00:00",10,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB689,2,"2015-04-15 00:00:00",10,0,0,(PASS)
149757,"Unfinished Business SB35 Wolk Concurrence",0,CA_201520160SB35,452,"2015-08-17 14:44:00",38,0,2,(PASS)
149758,"Unfinished Business SB382 Lara Concurrence",0,CA_201520160SB382,452,"2015-08-17 14:43:00",26,12,2,(PASS)
147573,"Do pass and be re-referred to the Committee on [Local Government]",1,CA_201520160AB707,2,"2015-04-15 00:00:00",10,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB732,2,"2015-04-15 00:00:00",10,0,0,(PASS)
149759,"Unfinished Business SB415 Hueso Concurrence",0,CA_201520160SB415,452,"2015-08-17 14:47:00",26,12,2,(PASS)
149760,"Unfinished Business SB633 Hill Concurrence",0,CA_201520160SB633,452,"2015-08-17 14:52:00",37,0,3,(PASS)
149761,"Unfinished Business SB761 Hall Concurrence",0,CA_201520160SB761,452,"2015-08-17 14:50:00",38,0,2,(PASS)
149745,"Senate 3rd Reading SCR81 Hill",0,CA_201520160SCR81,452,"2015-08-17 14:53:00",38,0,2,(PASS)
149746,"Senate 3rd Reading SR40 Hill",0,CA_201520160SR40,452,"2015-08-17 14:31:00",38,0,2,(PASS)
149762,"Assembly 3rd Reading AB486 Bonilla By Block Urgency Clause",0,CA_201520160AB486,452,"2015-08-17 14:57:00",38,0,2,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB12,59,"2015-04-14 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB34,59,"2015-04-14 00:00:00",4,2,0,(PASS)
147622,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",1,CA_201520160SB269,59,"2015-04-14 00:00:00",6,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB316,59,"2015-04-14 00:00:00",6,0,0,(PASS)
147769,"Do pass as amended, and be ordered to the Consent Calendar",1,CA_201520160SB470,59,"2015-04-14 00:00:00",6,0,0,(PASS)
147770,"Be adopted as amended",0,CA_201520160SJR5,59,"2015-04-14 00:00:00",6,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB751,2,"2015-04-15 00:00:00",10,0,0,(PASS)
147679,"Do pass and be re-referred to the Committee on [Education]",1,CA_201520160AB233,15,"2015-04-14 00:00:00",7,0,0,(PASS)
147684,"Do pass and be re-referred to the Committee on [Judiciary]",1,CA_201520160AB260,15,"2015-04-14 00:00:00",5,0,0,(PASS)
147617,"Do pass as amended, and be re-referred to the Committee on [Appropriations]  with recommendation: To Consent Calendar",1,CA_201520160AB376,15,"2015-04-14 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB470,15,"2015-04-14 00:00:00",7,0,0,(PASS)
147629,"Do pass as amended and be re-referred to the Committee on [Aging and Long-Term Care]",1,CA_201520160AB563,15,"2015-04-14 00:00:00",7,0,0,(PASS)
147751,"Do pass and be re-referred to the Committee on [Environmental Safety and Toxic Materials]",1,CA_201520160AB243,2,"2015-04-15 00:00:00",6,2,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB275,10,"2015-03-24 00:00:00",4,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB276,10,"2015-03-24 00:00:00",6,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB23,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB23,21,"2015-03-23 00:00:00",3,6,0,(FAIL)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB142,21,"2015-03-23 00:00:00",8,1,0,(PASS)
147625,"Do pass and be re-referred to the Committee on [Revenue and Taxation]",1,CA_201520160AB199,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147529,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",1,CA_201520160AB203,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB239,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB239,21,"2015-03-23 00:00:00",2,7,0,(FAIL)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB300,21,"2015-03-23 00:00:00",8,0,0,(PASS)
147526,Reconsideration.,0,CA_201520160AB311,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147626,"Do pass and be re-referred to the Committee on [Water, Parks, and Wildlife]",1,CA_201520160AB311,21,"2015-03-23 00:00:00",2,7,0,(FAIL)
147627,"Do pass as amended and be re-referred to the Committee on [Transportation]",1,CA_201520160AB323,21,"2015-03-23 00:00:00",9,0,0,(PASS)
147628,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",1,CA_201520160SB12,57,"2015-03-24 00:00:00",5,0,0,(PASS)
147517,"Do pass, but first be re-referred to the Committee on [Appropriations]",1,CA_201520160SB23,57,"2015-03-24 00:00:00",4,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB174,57,"2015-03-24 00:00:00",5,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB273,10,"2015-03-24 00:00:00",5,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB274,10,"2015-03-24 00:00:00",6,0,0,(PASS)
147504,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",1,CA_201520160SB199,57,"2015-03-24 00:00:00",5,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB211,15,"2015-03-24 00:00:00",6,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB271,15,"2015-03-24 00:00:00",7,0,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB371,15,"2015-03-24 00:00:00",7,0,0,(PASS)
147632,"Do pass as amended, but first amend, and re-refer to the Committee on [Governance and Finance]",1,CA_201520160SB114,50,"2015-03-25 00:00:00",6,0,0,(PASS)
147633,"Do pass",1,CA_201520160SB138,50,"2015-03-25 00:00:00",6,0,0,(PASS)
147519,"Do pass as amended and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB254,9,"2015-03-25 00:00:00",5,2,0,(PASS)
104835,"Do pass as amended.",1,CA_201520160AB277,9,"2015-03-25 00:00:00",5,2,0,(PASS)
147630,"Do pass as amended and be re-referred to the Committee on [Local Government]",1,CA_201520160AB278,9,"2015-03-25 00:00:00",4,1,0,(PASS)
147510,"Do pass and be re-referred to the Committee on [Appropriations]",1,CA_201520160AB370,9,"2015-03-25 00:00:00",7,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB27,3,"2015-03-25 00:00:00",16,0,0,(PASS)
105317,"Do pass as amended. To Consent Calendar.",1,CA_201520160AB60,3,"2015-03-25 00:00:00",16,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB139,3,"2015-03-25 00:00:00",16,0,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB145,3,"2015-03-25 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB147,3,"2015-03-25 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB251,3,"2015-03-25 00:00:00",12,4,0,(PASS)
147523,"Do pass. To Consent Calendar.",1,CA_201520160AB293,3,"2015-03-25 00:00:00",16,0,0,(PASS)
3310,"Do pass.",1,CA_201520160AB296,3,"2015-03-25 00:00:00",15,0,0,(PASS)
149763,"Assembly 3rd Reading AB1262 Wood By Hueso Urgency Clause",0,CA_201520160AB1262,452,"2015-08-17 15:02:00",38,0,2,(PASS)
149749,"Assembly 3rd Reading AB272 Lackey By Hertzberg",0,CA_201520160AB272,452,"2015-08-17 15:08:00",37,0,3,(PASS)
149747,"Assembly 3rd Reading AB899 Levine By Glazer",0,CA_201520160AB899,452,"2015-08-17 15:00:00",32,6,2,(PASS)
