pid,first,last,middle,oid,name
731,Jason,Gonsalves,A.,29165,"East Valley"
733,Paul,Gonsalves,A.,1144,"Thousand Oaks, City Of"
733,Paul,Gonsalves,A.,1179,"Lakewood, City Of"
733,Paul,Gonsalves,A.,1181,"Rancho Cucamonga, City Of"
733,Paul,Gonsalves,A.,1183,"Folsom, City Of"
733,Paul,Gonsalves,A.,1184,"Long Beach, Port Of"
733,Paul,Gonsalves,A.,1271,"Bellflower, City Of"
733,Paul,Gonsalves,A.,1340,"Roseville, City Of"
733,Paul,Gonsalves,A.,1341,"Concord, City Of"
733,Paul,Gonsalves,A.,1456,"Diamond Bar, City Of"
733,Paul,Gonsalves,A.,1457,"Redding, City Of"
733,Paul,Gonsalves,A.,1578,"Camarillo, City Of"
733,Paul,Gonsalves,A.,1580,"San Gabriel Valley Water Association"
733,Paul,Gonsalves,A.,2428,"Claremont, City Of"
733,Paul,Gonsalves,A.,2672,"Indian Wells, City Of"
733,Paul,Gonsalves,A.,2966,"Torrance, City Of"
733,Paul,Gonsalves,A.,4369,"City Of Signal Hill"
733,Paul,Gonsalves,A.,19260,"Irvine Community Land Trust"
733,Paul,Gonsalves,A.,29275,"Terrence, City Of"
733,Paul,Gonsalves,A.,29592,"Cities of Laguna Hills"
733,Paul,Gonsalves,A.,29835,"City of Torrence"
733,Paul,Gonsalves,A.,29837,"City of Camario"
740,Kathryn,Scott,Austin,1103,"Abbott Laboratories"
740,Kathryn,Scott,Austin,1614,"Lenscrafters, Inc."
740,Kathryn,Scott,Austin,4582,"District Hospital Leadership Forum"
740,Kathryn,Scott,Austin,28376,"Area Ambulance Providers"
745,Joseph,Lang,L.,5490,"Drybar Holdings LLC"
748,John,O'Malley,F.,1354,"Youngs Market Company"
748,John,O'Malley,F.,2506,"Associated Builders And Contractors Of California"
748,John,O'Malley,F.,2828,"Copart Inc."
748,John,O'Malley,F.,4020,"Nrg Energy "
749,Paul,Smith,A.,8,"California State Association Of Counties"
749,Paul,Smith,A.,170,"Regional Council Of Rural Counties (Rcrc) And Its Joint Powers Authorities"
749,Paul,Smith,A.,29519,"Rural County Represenatatives of California"
753,Brooks,Ellison,NULL,1670,"California Tow Trucking Association"
753,Brooks,Ellison,NULL,1675,"Gordian Group Inc. The"
753,Brooks,Ellison,NULL,4344,"United Coalition For Motor Club Safety"
753,Brooks,Ellison,NULL,29397,"California Attorneys and State Employment"
758,"J. Michael",Hawkins,NULL,3984,"Celgene Corporation"
770,Barry,Brokaw,S.,176,"Microsoft Corporation"
770,Barry,Brokaw,S.,1284,"Walmart Stores Inc."
770,Barry,Brokaw,S.,1369,"California Association Of Clerks & Election Officials"
770,Barry,Brokaw,S.,1681,"California Academy Of Audiology"
770,Barry,Brokaw,S.,2480,"Stericycle, Inc."
778,Matt,Moretti,NULL,468,At&T
788,Brian,Lungren,F.,4902,"Communities For California Cardrooms"
790,Timothy,Lynch,F.,5513,"Latitude 38 Entertainment, LLC"
791,Frederick,Noteware,H.,104,"Alliance Of Catholic Health Care Inc."
791,Frederick,Noteware,H.,1305,"Private Essential Access Community Hospitals"
791,Frederick,Noteware,H.,1648,"Association Of Northern California Oncologists"
791,Frederick,Noteware,H.,1859,"Medical Oncology Association Of Southern California"
791,Frederick,Noteware,H.,2442,"Adventist Health"
792,Matthew,Siverling,NULL,243,"Riverside County Sheriff'S Department"
792,Matthew,Siverling,NULL,704,"Association For Los Angeles Deputy Sheriffs"
792,Matthew,Siverling,NULL,736,"Los Angeles Police Protective League"
792,Matthew,Siverling,NULL,738,"Riverside Sheriffs' Association"
792,Matthew,Siverling,NULL,775,"California Public Parking Association"
792,Matthew,Siverling,NULL,1243,"State Association Of County Auditors"
792,Matthew,Siverling,NULL,1370,"California Agricultural Commissioners & Sealers Association"
796,Barbara,Glaser,NULL,1403,"California Association Of Public Hospitals And Health Systems"
796,Barbara,Glaser,NULL,5321,"California Hospital Association"
805,Terri,Hill,Cowger,118,"California Children'S Hospital Association"
805,Terri,Hill,Cowger,1706,"Hemophilia Council Of California"
805,Terri,Hill,Cowger,2417,"California Wic Association"
805,Terri,Hill,Cowger,4566,"Children'S Hospital Oakland"
806,Barrett,Snider,NULL,947,"Santa Clara County Office Of Education"
806,Barrett,Snider,NULL,1973,"California Association Of Regional Occupational Centers And Programs"
806,Barrett,Snider,NULL,2808,"Alliance Of California Boys & Girls Clubs"
806,Barrett,Snider,NULL,4720,"Santa Cruz County Office Of Education"
807,"B. Teri",Burns,NULL,986,"California School Boards Association"
817,Paul,Yoder,J.,1992,"California Transit Association"
817,Paul,Yoder,J.,29024,"Delta Counties Coalition"
817,Paul,Yoder,J.,29122,"City and County of San Fransisco"
817,Paul,Yoder,J.,29134,"Board of Placer"
817,Paul,Yoder,J.,29159,"Shack State Humane Association of California"
817,Paul,Yoder,J.,29620,"County Board of Supervisors"
817,Paul,Yoder,J.,29754,"Sonoma County Board of Supervisor"
817,Paul,Yoder,J.,29857,"San Joaquin County Board of Supervisors"
818,Joshua,Shaw,W.,1988,"Solano Tranportation Authority"
818,Joshua,Shaw,W.,1992,"California Transit Association"
818,Joshua,Shaw,W.,4918,"Shaw/Yoder/Antwih, Inc."
818,Joshua,Shaw,W.,28354,"San Francisco Mayor Ed Lee"
818,Joshua,Shaw,W.,29697,"San Francisco Municipal Transportation"
822,Jennifer,Snyder,Hendrick,303,"California Association Of Health Facilities"
822,Jennifer,Snyder,Hendrick,1017,"Osteopathic Physicians And Surgeons Of California"
822,Jennifer,Snyder,Hendrick,1933,"Occupational Therapy Association Of California"
822,Jennifer,Snyder,Hendrick,2006,"National Association Of Chain Drug Stores"
822,Jennifer,Snyder,Hendrick,4234,"Biotechnology Industry Organization"
826,Erika,Hoffman,K.,986,"California School Boards Association"
830,Bryce,Docherty,W.A.,866,"California Orthotics & Prosthetics Association"
830,Bryce,Docherty,W.A.,1415,"California Society Of Anesthesiologists, Inc."
830,Bryce,Docherty,W.A.,1806,"California Ambulatory Surgery Association"
832,John,Arriaga,E.,3273,"Monterey Peninsula Water Management District"
832,John,Arriaga,E.,4277,Driversed.Com
834,Jason,Rhine,H.,1817,"League Of California Cities"
838,Elizabeth,Imholz,NULL,5335,"Consumers Union"
850,John,Astor,Kelly,2148,"Inland Empire Disposal Association"
850,John,Astor,Kelly,2228,"Los Angeles County Waste Management Association"
850,John,Astor,Kelly,2229,"Solid Waste Association Of Orange County"
1531,Timothy,Egan,P.,783,"Southern California Association Of Governments"
1531,Timothy,Egan,P.,1828,"Alameda Corridor-East Construction Authority"
856,Dennis,Revell,NULL,2016,"American Promotional Events, Inc."
857,John,Latimer,C.,301,"California Retailers Association"
857,John,Latimer,C.,29114,"Curran Theater"
868,Timothy,Schott,N.,1836,"California Association Of Port Authorities"
868,Timothy,Schott,N.,29518,"San Francisco Bay Area Rapit Transit District"
869,James,"Lites Jr.",D.,986,"California School Boards Association"
869,James,"Lites Jr.",D.,3639,"California Airports Council"
874,Jeffrey,Frost,W.,667,"Orange County Department Of Education"
874,Jeffrey,Frost,W.,950,"Riverside Unified School District"
874,Jeffrey,Frost,W.,986,"California School Boards Association"
874,Jeffrey,Frost,W.,1586,"California Association Of Suburban School Districts"
874,Jeffrey,Frost,W.,1791,"California Association Of School Psychologists"
874,Jeffrey,Frost,W.,29998,"County Superintendent of Schools Marin County"
875,Cliff,Berg,NULL,147,"California Optometric Association"
875,Cliff,Berg,NULL,236,"Jewish Public Affairs Committee Of California"
875,Cliff,Berg,NULL,1947,"California Association Of Collectors"
875,Cliff,Berg,NULL,2101,"Aol, Inc."
875,Cliff,Berg,NULL,5506,"A Place For Mom"
876,Andrew,Govenar,NULL,18882,"Volkswagen Group Of America, Inc."
876,Andrew,Govenar,NULL,3088,"Los Angeles Dodgers"
876,Andrew,Govenar,NULL,3703,"Governmental Advocates, Inc."
877,Scott,Govenar,NULL,30,"Casino Morongo Of The Morongo Band Of Mission Indians"
877,Scott,Govenar,NULL,1720,"Construction Employers' Association"
877,Scott,Govenar,NULL,1942,"Portable Rechargeable Battery Association"
878,Anna,Ferrera,M.,4128,"School Energy Coalition"
879,Pete,Conaty,M.,1325,"Underground Service Alert Of Northern California And Nevada (Usa North)"
879,Pete,Conaty,M.,1901,"California Association Of County Veterans Service Officers"
879,Pete,Conaty,M.,1986,"California State Commanders Veterans Council"
879,Pete,Conaty,M.,2560,"The Veterans Of Foreign Wars, Department Of California"
879,Pete,Conaty,M.,2669,"Underground Service Alert Of Southern California"
879,Pete,Conaty,M.,3196,"Association Of California Veterinarians"
879,Pete,Conaty,M.,3222,"American Legion, Department Of California"
879,Pete,Conaty,M.,3238,"Pacific Water Quality Association, Inc."
879,Pete,Conaty,M.,3239,"Water Quality Association"
879,Pete,Conaty,M.,3783,"Amvets, Department Of California"
879,Pete,Conaty,M.,5023,"California Veteran Services Association"
879,Pete,Conaty,M.,29644,"Veteran groups"
879,Pete,Conaty,M.,29646,"Veterans Corps"
880,Dana,Nichol,NULL,2560,"The Veterans Of Foreign Wars, Department Of California"
880,Dana,Nichol,NULL,3222,"American Legion, Department Of California"
880,Dana,Nichol,NULL,3783,"Amvets, Department Of California"
880,Dana,Nichol,NULL,5151,"Military Officers Association Of America, California Council Of Chapters"
888,Monica,Miller,NULL,236,"Jewish Public Affairs Committee Of California"
888,Monica,Miller,NULL,1715,"California Chiropractic Association"
888,Monica,Miller,NULL,1746,"Santa Clara Valley Water District"
888,Monica,Miller,NULL,1947,"California Association Of Collectors"
888,Monica,Miller,NULL,5506,"A Place For Mom"
889,Melissa,Cortez-Roth,R.,1808,"California Wind Energy Association"
889,Melissa,Cortez-Roth,R.,3076,"Autism Speaks"
889,Melissa,Cortez-Roth,R.,3784,"Center For Autism And Related Disorders (Card); The"
889,Melissa,Cortez-Roth,R.,5180,Covermymeds
898,Ronald,Davis,L.,2375,"Eastern Municipal Water District"
904,Daniel,Carrigg,J.,1817,"League Of California Cities"
908,"P. Anthony",Thomas,NULL,1692,"California Independent Petroleum Association (Cipa)"
910,Erin,Norwood,K.,57,"Liberty Mutual Group"
910,Erin,Norwood,K.,261,"Pacific Life Insurance Company"
910,Erin,Norwood,K.,29422,"Independent Insurance Agents and Brokers of California"
911,Paul,Bauer,S.,29360,"Coalition to Stop Internet Gaming"
911,Paul,Bauer,S.,29374,"5827 West Sunset"
913,Anthony,Gonzalez,S.,341,"Del Mar Thoroughbred Club"
913,Anthony,Gonzalez,S.,4840,"San Diego Regional Chamber Of Commerce"
914,Kathleen,"Van Osten",NULL,227,"Aids Healthcare Foundation"
914,Kathleen,"Van Osten",NULL,1118,"United Airlines"
924,Edward,Worley,E.,2140,"National Rifle Association Institute For Legislative Action"
930,Linda,Nguy,NULL,187,"Western Center On Law And Poverty Inc."
939,Jason,Schmelzer,D.,269,"Pacific Merchant Shipping Association"
939,Jason,Schmelzer,D.,302,"California Coalition On Workers' Compensation (Formerly CAs For Compensation Reform)"
939,Jason,Schmelzer,D.,794,"California Chapters-Institute Of Scrap Recycling Industries"
939,Jason,Schmelzer,D.,2361,"California Arts Advocates"
939,Jason,Schmelzer,D.,2623,"California Coalition On Workers Compensation"
939,Jason,Schmelzer,D.,3765,"California Product Stewardship Council"
939,Jason,Schmelzer,D.,3971,"Csac Excess Insurance Authority"
939,Jason,Schmelzer,D.,29412,"Solid Waste Association of North America"
950,Theo,Pahos,M.,1863,"Tenet Healthcare Corporation"
951,Kimberly,Lewis,A.,1242,"California Coalition For Youth"
951,Kimberly,Lewis,A.,4815,"Families In Schools"
951,Kimberly,Lewis,A.,5530,"Corporation For Education Network Initiatives In California"
951,Kimberly,Lewis,A.,29095,"Sphere Net"
951,Kimberly,Lewis,A.,29096,CCY
951,Kimberly,Lewis,A.,29144,CENIC
951,Kimberly,Lewis,A.,29610,Spiranet
952,Karen,Lange,K.,617,"County Of Stanislaus"
952,Karen,Lange,K.,1124,"San Francisco, City And County Of"
952,Karen,Lange,K.,1742,"San Joaquin, County Of"
952,Karen,Lange,K.,1759,"San Luis Obispo, County Of"
952,Karen,Lange,K.,2028,"California Association Of County Treasurers & Tax Collectors"
952,Karen,Lange,K.,3186,"Peterson Consulting Inc."
952,Karen,Lange,K.,28354,"San Francisco Mayor Ed Lee"
952,Karen,Lange,K.,28598,"Mayor Edwin Lee"
952,Karen,Lange,K.,28865,"California Association of County Treasurers and Tax Collectors"
952,Karen,Lange,K.,29159,"Shack State Humane Association of California"
963,Reed,Addis,K,1538,"California Association Of Local Conservation Corps"
963,Reed,Addis,K,1625,Treepeople
963,Reed,Addis,K,4997,"Carbon Cycle Institute"
969,Moira,Topp,NULL,940,"California Charter Schools Association"
969,Moira,Topp,NULL,1005,"City Of San Diego"
969,Moira,Topp,NULL,3279,Biocom
969,Moira,Topp,NULL,4958,"Orange County Transportation Authority"
969,Moira,Topp,NULL,5517,"Orange County Business Council"
972,Jeffrey,Volberg,A.,1221,"California Waterfowl Association"
973,Robert,Ross,E.,2250,"California Fisheries And Seafood Institute"
975,Patrick,Moran,K.,39,"California Association Of Professional Scientists"
975,Patrick,Moran,K.,40,"California Athletic Trainers Association"
975,Patrick,Moran,K.,281,"Orange County Employees Association"
975,Patrick,Moran,K.,422,"Retired Public Employees Association"
975,Patrick,Moran,K.,1229,"California Thoroughbred Trainers (Ctt)"
975,Patrick,Moran,K.,3109,"Read & Associates, Aaron"
975,Patrick,Moran,K.,3948,"San Diego County Apartment Association"
975,Patrick,Moran,K.,29102,"Aaron Read and Associates"
976,Marti,Fisher,NULL,89,"California Chamber Of Commerce"
978,Robert,Callahan,NULL,4903,"The Internet Association"
981,Cesar,Diaz,R.,214,"State Building & Construction Trades Council Of California"
983,Wayne,Bilowit,A.,2284,"Los Angeles County Sheriff'S Department"
996,"C. Adonai",Mack,NULL,451,"Association Of California School Administrators"
1000,Kathryn,Lynch,A.,2342,"Western Wood Preservers Institute"
1000,Kathryn,Lynch,A.,2343,"National Shooting Sports Foundation, Inc."
1000,Kathryn,Lynch,A.,2349,"American Forest & Paper Association"
1000,Kathryn,Lynch,A.,2360,"California Alliance For Arts Education"
1000,Kathryn,Lynch,A.,2364,"Cr&R, Inc."
1000,Kathryn,Lynch,A.,2365,"Safari Club International-California Chapters"
1000,Kathryn,Lynch,A.,2395,"California Language Teachers' Association"
1000,Kathryn,Lynch,A.,2396,"Outdoor Sportsmen'S Coalition Of California"
1000,Kathryn,Lynch,A.,2402,"California Association For Health, Physical Education, Recreation & Dance"
1000,Kathryn,Lynch,A.,4745,"Association Of Compost Producers"
1000,Kathryn,Lynch,A.,29261,"Spark Club International"
1001,Mark,"Mac Donald",C.,1476,"San Diego Community College District"
1001,Mark,"Mac Donald",C.,2316,"Kern Community College District"
1001,Mark,"Mac Donald",C.,2318,"Los Angeles Community College District"
1001,Mark,"Mac Donald",C.,2320,"Los Rios Community College District"
1001,Mark,"Mac Donald",C.,2367,"Peralta Community College District"
1001,Mark,"Mac Donald",C.,2513,"Mccallum Group, Inc."
1001,Mark,"Mac Donald",C.,3704,"South Orange County Community College District"
1001,Mark,"Mac Donald",C.,4595,"California Community College Independents"
1001,Mark,"Mac Donald",C.,5001,"Pasadena Area Community College District"
1001,Mark,"Mac Donald",C.,5040,"Yuba Community College District"
1001,Mark,"Mac Donald",C.,29622,"Foothill Community College"
1001,Mark,"Mac Donald",C.,29623,"De Anza"
1002,Patrick,"Mc Callum",C.,1476,"San Diego Community College District"
1002,Patrick,"Mc Callum",C.,2318,"Los Angeles Community College District"
1002,Patrick,"Mc Callum",C.,2320,"Los Rios Community College District"
1002,Patrick,"Mc Callum",C.,3704,"South Orange County Community College District"
1010,William,Higgins,S.,675,"California Association Of Councils Of Governments"
1011,Dwight,Hansen,W.,10515,Alliance
1011,Dwight,Hansen,W.,29162,"Alliance for Statewide Network of Providers"
1016,Fred,Jones,NULL,2281,"California Council On Alcohol Problems (Ccap)"
1016,Fred,Jones,NULL,2282,"Professional Beauty Federation Of California (Pbfc)"
1016,Fred,Jones,NULL,2283,"California Business Education Advocacy (Cbea/Abe)"
1021,Andrew,Antwih,K.,17274,"General Motors LLC"
1021,Andrew,Antwih,K.,366,"Los Angeles County Metropolitan Transportation Authority"
1021,Andrew,Antwih,K.,1332,"County Of Kern"
1021,Andrew,Antwih,K.,1819,"Sonoma, County Of"
1021,Andrew,Antwih,K.,4918,"Shaw/Yoder/Antwih, Inc."
1021,Andrew,Antwih,K.,29389,"Los Angeles Mayor, Eric Garsetti"
1023,James,IV,Jack,38,"California Association Of Competitive Telecommunication Companies (Caltel)"
1023,James,IV,Jack,1486,"Cigar Association Of America"
1029,Randall,Hagar,L.,1289,"California Psychological Association"
1029,Randall,Hagar,L.,1760,"California Psychiatric Association"
1029,Randall,Hagar,L.,29273,"Center of Public Interest Law at the University of San Diego School of Law"
1031,Glenn,Farrel,A.,2485,"San Diego County Water Authority"
1046,Erica,Romero,M.,507,"Association Of Independent California Colleges & Universities (Aiccu)"
1046,Erica,Romero,M.,2407,"Hispanic Association Of Colleges And Universities (Hacu)"
1047,Michael,Dillon,F.,2412,"California Association Of Sanitation Agencies"
1047,Michael,Dillon,F.,2413,"California Library Association"
1047,Michael,Dillon,F.,2415,"California Ski Industry Association"
1047,Michael,Dillon,F.,754,"San Joaquin County Office Of Education"
1050,Julie,Snyder,NULL,24,"Planning And Conservation League"
1050,Julie,Snyder,NULL,29594,"Planning Conservation League"
1051,Rock,Zierman,NULL,1692,"California Independent Petroleum Association (Cipa)"
1056,Rick,Rollens,NULL,439,"Association Of Regional Center Agencies"
1056,Rick,Rollens,NULL,29656,"Arco Association Regional Center Agencies"
1066,Alex,Alanis,NULL,2473,"California Bankers Association"
1067,Kevin,Gould,A.,2473,"California Bankers Association"
1072,Carolyn,McIntyre,F.,29887,"Cable and Telecommunications Association"
1076,Matt,Back,NULL,1017,"Osteopathic Physicians And Surgeons Of California"
1076,Matt,Back,NULL,5126,"East San Gabriel Valley Regional Occupational Program And Technical Center"
1091,Timothy,Schmelzer,NULL,2223,"Wine Institute"
1096,Nicole,Wordelman,NULL,2705,"Ventura County Board Of Education"
1096,Nicole,Wordelman,NULL,4092,"Habitat For Humanity Affiliates Of California"
1096,Nicole,Wordelman,NULL,4158,"Platinum Advisors LLC"
1096,Nicole,Wordelman,NULL,29365,"Orange County Board of Supervisors"
1097,Christy,Bouma,E.,242,"California Federation Of Teachers"
1097,Christy,Bouma,E.,319,"California Professional Firefighters"
1101,Mark,Weideman,NULL,1761,"California Society Of Health-System Pharmacists"
1101,Mark,Weideman,NULL,4569,"Motor Vehicle Software Corporation"
1101,Mark,Weideman,NULL,4966,"Byd Motors, Inc."
1106,Martha,Diaz,Zaragoza,3252,"California Association For Bilingual Education"
1112,Shannon,Smith-Crowley,NULL,7,"American College Of Obstetricians And Gynecologists District Ix The"
1112,Shannon,Smith-Crowley,NULL,577,"Vision Service Plan"
1112,Shannon,Smith-Crowley,NULL,1547,"Academy Of California Adoption Lawyers (Acal)"
1112,Shannon,Smith-Crowley,NULL,2919,"American Association Of University Women-Ca"
1112,Shannon,Smith-Crowley,NULL,4560,"American Society For Reproductive Medicine"
1112,Shannon,Smith-Crowley,NULL,29050,"American Congress of Obstetricians and Gynecologists for California"
1122,Roxanne,Miller,L.,29933,"San Jose City Council"
1131,Ted,Toppin,NULL,384,"Professional Engineers In California Government"
1131,Ted,Toppin,NULL,4562,"Association Of California State Supervisors"
1131,Ted,Toppin,NULL,4764,"California State Retirees"
1137,Casey,Elliott,NULL,1197,"Orange County Water District"
1137,Casey,Elliott,NULL,1202,"Rancho Santiago Community College District "
1139,Michael,Knudsen,B.,371,"Automobile Club Of Southern California/Interinsurance Exchange Of The Automobile Club/Acsc Management Services Inc."
1139,Michael,Knudsen,B.,4344,"United Coalition For Motor Club Safety"
1140,Brenda,Coleman,M.,811,"Qualcomm, Inc."
1140,Brenda,Coleman,M.,1227,"Sprint Communications Company, L.P."
1147,Duncan,Mcfetridge,NULL,122,"University Of Southern California The"
1147,Duncan,Mcfetridge,NULL,4073,"Pacific Ethanol"
1147,Duncan,Mcfetridge,NULL,4166,"Calgren Renewable Fuels, LLC"
1147,Duncan,Mcfetridge,NULL,4856,"Lyft, Inc."
1147,Duncan,Mcfetridge,NULL,17745,"Aemetis, Inc."
1151,Marlaigne,Dumaine,K.,2537,"East Bay Municipal Utility District"
1154,Brian,Augusta,NULL,44,"California Rural Legal Assistance Foundation, Inc."
1154,Brian,Augusta,NULL,181,"California Coalition For Rural Housing"
1154,Brian,Augusta,NULL,184,"Rural Community Assistance Corporation"
1154,Brian,Augusta,NULL,187,"Western Center On Law And Poverty Inc."
1154,Brian,Augusta,NULL,3334,"Golden State Manufactured-Home Owners League, Inc. (Gsmol)"
1154,Brian,Augusta,NULL,29388,"Augusta and Associates"
1154,Brian,Augusta,NULL,29692,"California Legal Assistance Association"
1164,Rosemary,Shahan,NULL,2570,"Consumers For Auto Reliability & Safety"
1170,Margaret,Gladstein,NULL,301,"California Retailers Association"
1170,Margaret,Gladstein,NULL,1934,"Western Growers Association"
1170,Margaret,Gladstein,NULL,4218,"Solar City Corporation"
1171,Brendan,Twohig,NULL,361,Edvoice
1171,Brendan,Twohig,NULL,597,"Sacramento Metropolitan Air Quality Management District"
1171,Brendan,Twohig,NULL,777,"California Air Pollution Control Officers' Association"
1171,Brendan,Twohig,NULL,4294,"Kidango, Inc."
1172,Sean,South,NULL,247,"California Primary Care Association"
1175,Robert,Reeb,J.,1523,"Water Replenishment District Of Southern California"
1175,Robert,Reeb,J.,28413,"California Central Valley Flood Control Association"
1181,Vernell,Goehring,"(Vern) G.",2603,"California Native Plant Society"
1181,Vernell,Goehring,"(Vern) G.",3281,"Food & Water Watch"
1181,Vernell,Goehring,"(Vern) G.",4836,"Ca Urban Streams Partnership"
1181,Vernell,Goehring,"(Vern) G.",29855,"California Air Plant Society"
1181,Vernell,Goehring,"(Vern) G.",29859,"California Urban Streams Partnership"
1189,Fred,Main,L.,3339,CalPACE
1189,Fred,Main,L.,4673,"United Rentals, Inc."
1189,Fred,Main,L.,5280,"Chamber of Commerce Alliance of Ventura and Santa Barbara County"
1189,Fred,Main,L.,29317,"California Society of Allergy, Asthma, and Immunology"
1194,Michael,Shaw,NULL,1085,"California Manufacturers And Technology Association"
1197,Kathy,Mannion,NULL,170,"Regional Council Of Rural Counties (Rcrc) And Its Joint Powers Authorities"
1199,George,Dunn," W.",2618,"Coachella Valley Water District"
1200,Staci,Heaton,NULL,170,"Regional Council Of Rural Counties (Rcrc) And Its Joint Powers Authorities"
1200,Staci,Heaton,NULL,3971,"Csac Excess Insurance Authority"
1201,Dawn,Sanders-Koepke,M.,1085,"California Manufacturers And Technology Association"
1201,Dawn,Sanders-Koepke,M.,2542,"Crime Victims United Of California"
1201,Dawn,Sanders-Koepke,M.,3830,"The Child Abuse Prevention Center"
1202,Gavin,McHugh,K.,629,"California Portland Cement Company"
1202,Gavin,McHugh,K.,1066,"California Correctional Peace Officers Association"
1202,Gavin,McHugh,K.,1085,"California Manufacturers And Technology Association"
1202,Gavin,McHugh,K.,2546,"Shell Oil Company"
1203,Shari,McHugh,L.,2543,"Pacific Association Of Domestic Insurance Companies"
1203,Shari,McHugh,L.,2590,"National Association Of Insurance And Financial Advisors - Ca"
1203,Shari,McHugh,L.,29403,Hartford
1209,Thomas,Enslow,A.,2628,"International Association Of Plumbing & Mechanical Officials"
1211,Marc,Joseph,D.,2582,"California State Association Of Electrical Workers"
1214,Maureen,Higgins,P.,3279,Biocom
1214,Maureen,Higgins,P.,29670,"American Health Insurance Plans"
1214,Maureen,Higgins,P.,17106,"Express Scripts Holding Company"
1215,Kelly,Jensen,J.,898,"Consumer Electronics Association (Cea)"
1215,Kelly,Jensen,J.,3305,"California Association Of Licensed Security Agencies, Guards & Associates"
1215,Kelly,Jensen,J.,5492,"California Association Of Mutual Water Companies"
1215,Kelly,Jensen,J.,19294,"Motor Vehicle Ancillary Products Association"
1218,Tim,Cremins,NULL,2633,"California-Nevada Conference Of Operating Engineers"
1222,Gus,Khouri,F.,3327,"Transportation Authority Of Marin"
1222,Gus,Khouri,F.,4976,"San Mateo County Transportation Authority"
1223,Jonathan,Lightman,R.,2635,"Faculty Association Of California Community Colleges"
1227,Eddie,Bernacchi,V.,2667,"California Legislative Conference Of Plumbing, Heating & Piping Industry"
1227,Eddie,Bernacchi,V.,4540,"California State Labor Management Cooperation Committee For The International Brotherhood Of Electrical Workers And The National Electrical Contractors Association"
1227,Eddie,Bernacchi,V.,29923,"California Legislative Conference for Plumbing, Heating and Piping Industry"
1230,David,Jones,A.,1389,"Sacramento, County Of"
1230,David,Jones,A.,2358,"Santa Rosa, City Of"
1230,David,Jones,A.,2686,"San Rafael/Marin County Council Of Mayors & Council Members, City Of"
1230,David,Jones,A.,3290,"San Marcos, City Of"
1230,David,Jones,A.,368,"Marin, County Of"
1230,David,Jones,A.,29725,"Cities of Marin and the City of San Marcos"
1232,Christopher,Carlisle,C.,2605,"California Association Of Realtors"
1233,Natalie,Cardenas,A,4371,"Ucb, Inc."
1235,Ronald,Kingston,M.,458,"Apartment Association California Southern Cities"
1235,Ronald,Kingston,M.,814,"Apartment Association Of Orange County"
1235,Ronald,Kingston,M.,29331,"Regional Apartment Associations"
1236,Stanley,Wieg,M.,2605,"California Association Of Realtors"
1240,Gary,Cooper,S.,1192,"California Association Of Oral And Maxillofacial Surgeons"
1240,Gary,Cooper,S.,2289,"Amn Healthcare Inc."
1240,Gary,Cooper,S.,2510,"Buchanan Ingersoll P.C."
1246,Johan,Klehs,NULL,3794,"Paramedics Plus"
1247,Timothy,Gibbs,NULL,27,"American Cancer Society California Division Inc."
1247,Timothy,Gibbs,NULL,4397,"American Cancer Society Cancer Action Network Inc."
1256,Jonathan,Clay,G.,357,"County Of San Diego"
1256,Jonathan,Clay,G.,808,"The Metropolitan Water District Of Southern California"
1256,Jonathan,Clay,G.,2842,"Encinitas, City Of"
1258,Matthew,Hargrove,G.,1204,"California Business Properties Association"
1260,Rosalie,Thompson,B.,808,"The Metropolitan Water District Of Southern California"
1266,Christina,Orr,NULL,4003,"Service Employees International Union Local 1877"
1276,Stephanie,Roberson,NULL,66,"California Nurses Association"
1279,Dennis,Albiani,K.,2090,"California Seed Association"
1279,Dennis,Albiani,K.,2304,"Pacific Egg & Poultry Association"
1279,Dennis,Albiani,K.,2333,"California Grain & Feed Association"
1279,Dennis,Albiani,K.,2388,"California Pear Growers"
1279,Dennis,Albiani,K.,3834,"Association Of California Egg Farmers"
1279,Dennis,Albiani,K.,4141,"Pacific Coast Rendering Association"
1279,Dennis,Albiani,K.,28816,"California Family Business Association"
1287,Marc,Aprea,A.,1211,"San Clemente City Of"
1287,Marc,Aprea,A.,2595,"Republic Services Western Region"
1289,Kirk,Blackburn,NULL,1638,"San Diego Association Of Governments"
1289,Kirk,Blackburn,NULL,2387,"La Canada Flintridge City Of"
1291,Chris,Micheli,NULL,366,"Los Angeles County Metropolitan Transportation Authority"
1291,Chris,Micheli,NULL,1085,"California Manufacturers And Technology Association"
1291,Chris,Micheli,NULL,1693,"Civil Justice Association Of California"
1291,Chris,Micheli,NULL,1858,"California Ambulance Association"
1291,Chris,Micheli,NULL,2922,"Natoma Technologies, Inc."
1291,Chris,Micheli,NULL,3833,"Humboldt Redwood Company, LLC"
1299,Leilani,Yee,Aguinaldo,1014,"Los Angeles Unified School District"
1300,Ignacio,Hernandez,NULL,134,"California Continuing Care Residents Association"
1300,Ignacio,Hernandez,NULL,1248,"California Court Reporters Association"
1300,Ignacio,Hernandez,NULL,4653,"California Attorneys For Criminal Justice"
1300,Ignacio,Hernandez,NULL,4675,"Consumer Federation Of California"
1304,Jack,Molodanof,T.,2873,"California Autobody Association"
