uid,text,time,endTime,type,alignment,state
2113,"Cal Fire has been increasingly partnering with the communities in that respect.",1490,1494,Testimony,Indeterminate,CA
2115,"The element of incorporating fire safety into the land use planning is part of the strategy, so there's a law now, a key hold bill twelve forty one, I think in twenty twelve, that bolstered that effort by the department to assure that when a county's general plan is being approved, then the safety element of that plan has to be updated to conform to current standards.",1496,1525,Testimony,Indeterminate,CA
2127,"So, it's things that helped the firefighters to protect communities, to protect individual homes. Therefore, kind of reducing that ability to for, reducing that risk around the communities, so there are several different goals to that twenty ten strategy.",1525,1544,Testimony,Indeterminate,CA
2137,"So, the other element that as a practicing Forester Land Manager that I am interested in, is doing more wholesale management of fuels across the landscape, and that's going to involved adjusting, or at least potentially looking at timber harvest rules stocking requirements, but that means how dense must you leave a stem if you are timber harvesting. You're very strict, prescriptive requirements about how much, how many trees are left, how big trees are left. The notion, that should be examined to allow for the maximum amount of flexibility within the constraints of protecting all the other resources, environmental resources, but trying to actually modify the landscape over the long term to make it more fire resilient, so we try to reduce some of these very fixed stance that carry fire so easily and that's going to be a long-term process that forester land managers will have to undertake, both public and private, so it is both.",1546,1613,Testimony,Indeterminate,CA
2169,"Partnership between national forest land and private timber land really has to be straighten, so that we're working collaboratively to make sure that these, that we look at this so-called all lands proposal, we are not just, you know, stopping at the property line, you know, with one fuel treatment that just stops were one ownership starts, so that type of thinking, that kind of long-term thinking really needs to be part of the boards strategy going forward.",1613,1641,Testimony,Indeterminate,CA
2181,"Okay, Thank you, just one last question, a factual question. Do you have any desegregated data with regards to the amount of fires Southern California, Central Valley, obviously Central Valley would be more east towards the Sierras, and Northern California?",1641,1661,Discussion,Indeterminate,CA
2189,"Do you have any desegregated data with regards to number? We know the sort of, the aggregate number for as far as twenty fourteen, but desegregate the data, how many forest fires are down in Southern California, the Sierras,  that is obviously the central, and then Northern California?",1661,1679,Discussion,Indeterminate,CA
2197,"I don't have anything that I could say the specificity.",1679,1682,Testimony,Indeterminate,CA
2199,"Well, Cal Fire keeps a very detailed records on that in an inter-agency sense too,  so that would be available to you at any time through Cal Fire",1682,1695,Testimony,Indeterminate,CA
2205,"I worked with seven states in my last job. California has the best fire records of any of the seven western states. They do an excellent job and you can you can get it analyzed by signs, by number, by time of year, and by geographical location.",1695,1715,Testimony,Indeterminate,CA
2215,"Thank you so much. Okay, I want to thank our appointees; those folks who were in support of Mrs. Husari or Mr. Wade, please come on up, please come on up.",1717,1732,Discussion,Indeterminate,CA
2219,"Thank you.",1732,1734,Testimony,Indeterminate,CA
2221,"President De Leon and committee my name's David Bishell. I'm president of the California Forestry Association and we represent about four million, over four million acres of private forest in the state, almost entirely well, all entirely privately-held businesses and, mostly family-owned businesses, as well as ninety five percent of the primary manufactures of wood products and biomass energy renewable energy.",1734,1761,Testimony,Indeterminate,CA
2233,"The idea, what the governor has brought forward with these two candidates I believe, demonstrates the breadth of responsibility that the board of forestry has, and the depth and experience, and the needed expertise that the board has to have, so I just like to express my support for both, Susan and Richard.",1761,1784,Testimony,Indeterminate,CA
2243,"Okay, thank you very much. Any other folks in support? Any other folks in support? Say none. Those in opposition, signal opposition. Do we have a motion?",1784,1793,Discussion,Indeterminate,CA
2247,"We have a motion, I think it was me and by Miss Connie Leyva, Mrs. Connie Leyva I should say.",1794,1800,Discussion,Indeterminate,CA
2251,"Madam Secretary, please call a vote.",1800,1805,Discussion,Indeterminate,CA
2255,"Senator Cannella? Cannella Aye, Senator Leyva? Leyva Aye, Mitchell Fuller? Fuller Aye, De Leon? De Leon Aye.",1805,1813,Discussion,Indeterminate,CA
2257,"Ok, motion passes on a four to zero vote. I want to congratulate both. Mr. Wade, congratulations.",1814,1831,Discussion,Indeterminate,CA
2263,"Okay, Colleagues we are going to continue on our agenda. We have filed item number two on our agenda, which is before you on your iPads or your hard copies.",1831,1841,Discussion,Indeterminate,CA
2267,"We have governors appointees, more that are better subject to confirmation but are not required to physically, physically be present before us today that we have.",1841,1857,Discussion,Indeterminate,CA
2273,"File item number two F through L, if there are any questions are commentaries. I've seen none, do we have a motion that can be detained?",1857,1869,Discussion,Indeterminate,CA
2277,"We're to file item number two, F through L, these are governors appointees that require confirmation, but are not required to physically be present before us, so I'm asking if there are no questions or commentaries, we have a motion that it's been made by Mr. Cannella, again, on file number two, covers appointees F through L.",1869,1891,Discussion,Indeterminate,CA
2289,"Madam Secretary, please call the roll.",1891,1897,Discussion,Indeterminate,CA
2291,"Senator Cannella? Cannella, Levya? Leyva, Aye Mitchell Fuller? Fuller, Aye De Leon? De Leon, Aye.",1897,1903,Discussion,Indeterminate,CA
2293,"Congratulations to the members who are not present here today, obviously they will be conveyed the information shortly.",1903,1913,Discussion,Indeterminate,CA
2297,"Let's go, continue our agenda will go to file item number three which are the committee of appointments, obviously number three is a very critical one for each and every one of us are present on this dice. I have file items number three through, I'm sorry three, number three through thirteen. If there's any questions we can move fourteen as well, file number three through fourteen.",1913,1949,Discussion,Indeterminate,CA
2311,"I have a comment",1949,1951,Discussion,Indeterminate,CA
2313,"Okay, please do so.",1951,1953,Discussion,Indeterminate,CA
2315,"As I was looking, I was just wondering if, in terms of time. Now we're not so busy but eventually you get really, really busy if will want to recognize assembly staff members on the senate floor. I don't think we've done that too much in the past, not to nothing about these particular members but just whether, whether we want to do it this particular way.",1955,1988,Discussion,Indeterminate,CA
2327,"And, it doesn't matter to me, it is just I know in the end, after both have been on this, it gets to be pretty busy.",1988,1995,Discussion,Indeterminate,CA
2331,"No, the agendas get very congested obviously with announcement, with presentations, with policy measures that are before us. I think it is my understanding to the staff members currently employed by the assembly were long-term senate employees, hence the connection to the senate clearly. If I were on your shoes, I would ask the question to why aren't we recognizing those individuals that are currently employed with the assembly, but these two individuals have been long-term staff members of the senate .",1995,2032,Discussion,Indeterminate,CA
2345,"You might want to mention that and or at a later, say after April whenever we get really busy. You know, we will scale down.",2032,2042,Discussion,Indeterminate,CA
2351,"We will scale down, you know. Take on a case-by-case basis, and we will get there that's a very good point Madam Vice Chair.",2042,2047,Discussion,Indeterminate,CA
2353,"So we have filed items number three through fourteen, do we have a motion? Okay we have a motion, a co-motion by our Madam Vice Chair and Mrs. Leyva. Madam Secretary, please call the roll.",2047,2067,Discussion,Indeterminate,CA
2359,"Senator Cannella? Cannella, Aye Leyva? Leyva, Aye Mitchell Fuller? Fuller, Aye De Leon? De Leon, Aye.",2067,2072,Discussion,Indeterminate,CA
2361,"Ok, committee appointments have officially been made. Filed items from the free through fourteen congratulations to all the members into all the agenda items are there. We're going to continue the agenda. We are go to file item number fifteen, however we're going to go to executive session, so I'm going to ask the folks to be so kind enough to please exit.",2072,2109,Discussion,Indeterminate,CA
2371,"Given that, when you came on board back in 2008, we were in the beginning of a downward slope of the worst economic recession since 1929. So without a doubt collectively the legislature, along the executive branch, gutted a lot of needed and very critical programs obviously the resources were not there.",1076,1103,Discussion,Indeterminate,CA
6812,"Madam Secretary, I do believe we a have quorum, so let's establish it right now. Please call the roll.",3,7,Discussion,Indeterminate,CA
6818,"Okay. I don't think this is going to be a very long meeting. We just have one appointee that's before this committee from the governor. We have established a quorum. Mr. Cannella, welcome. I want to welcome a member who was already a part of this distinguished Senate Rules Committee, Senator Mitchell. Welcome again.",16,35,Discussion,Indeterminate,CA
6838,"Okay. That motion has passed 4-0. We will move the measures through respected policy as well as fiscal committees. We have one appointee, one governor's appointee that is before us today. That is Ms. Joy Higa. Ms. Joy Higa, I want to welcome you. Also with you today from your area is your elected representative, that is Senator Ben Allen. Senator Ben Allen, bienviendo to the Senate Rules Committee. We know that Ms. Higa is your constituent in Manhattan Beach, and you'd like to share a few introductory words, please proceed.",70,110,Discussion,Indeterminate,CA
6890,"Thank you very much, Senator Allen. Ms. Higa, welcome. Would you like to make your statement?",194,200,Discussion,Indeterminate,CA
6892,"Thank you very much. Good afternoon Chairman De Leon and committee members. My name is Joy Higa, and I'm extremely honored to be appointed by Governor Jerry Brown to the teacher's retirement board and very much appreciate you allowing me to come before you today. I'd like to thank Senator Allen very very much for his introductory remarks and support.",200,217,Author,Indeterminate,CA
6900,"I look for to working with him as he joins the senate, and I'd also like to take a moment and just recognize a couple of people who are here. My husband, Chris Tuffly is sitting back here.",217,228,Author,Indeterminate,CA
6906,"He joined me for the day, as well some representatives from CalSTRS, including our CEO Jackie, which I think many of you know.",229,236,Testimony,Indeterminate,CA
6908,"You know, thanks to the leadership of Governor Brown and the legislature and critical stakeholders, we've got a plan in place to fully fund the teacher's retirement fund through shared contributions from members, the school districts, and the state. While this is a huge accomplishment last year, there is still so much for the board to do. The board will be focusing over the next many months on implementing the legislation and ensuring sustainability of the fund. We also will be ensuring that the board continues to have sound policies and controls in place, as well as really maintaining that very strong culture of ethics and transparency that's been in place for some time. My experience in state service and the private-sector I think lays really good foundation for me to serve on the board as it addresses these priorities.",237,285,Author,Indeterminate,CA
6930,"I understand some of the intricacies and fundamentals as well of managing a large organization that's ultimately focused on its members and member services. Being able to make sure that our members get the benefits that they've earned on time and accurately, being able to hear from members and try to resolve their problems if they have the. Based on my experience, I also understand the importance of understanding and identifying risks in the system, as well as corporate governance. Finally, I really understand what it means to be a fiduciary and to make sure the decisions I make are in the best interest of the members. I'm very committed to my service on the board and really look forward to adding my voice to a lot of the priorities and work that will continue for the years ahead. I thank you again for considering my appointment and look forward to taking your questions.",285,339,Author,Indeterminate,CA
6952,"Thank you very much, Ms. Higa. Thank you very much for introducing both your husband and the CEO of CalSTRS. We do really appreciate your statement and your engagement with the members of the rules committee and obviously your elected local representative and Senator Ben Allen. A couple questions I want to start off with. Obviously, in 2001 and 2008, you know, CalSTRS took some very sustained heavy losses. Obviously, we've had some different dynamics now, a new measure by Bonta that has been moved forward and codified into law. Obviously, the dynamic right now with CalSTRS is the liabilities approximate, you would know the number more precisely I think, about $73/$74/$75 billion dollars in unfunded liabilities. The paradigm has been shifted with regards to the role and responsibility fiscally. That being, how much is going to fall on the shoulders of school districts, as well as community colleges, on the individual teachers, as well as the State of California. I think it's a 70:10/20 ratio respectively with regards to teachers, the state itself at 20% school districts and community college districts. It's a completely different dynamic now. Tell me, you know, how do you think this is going to work itself out at the local level, at the table, once it actually goes into effect?",339,423,Discussion,Indeterminate,CA
6990,"You know, I guess I'd first just thank you again. Thank you to all of you for your leadership in passing the legislation last year.  As Senator Allen mentioned, I used to work for State Controller Westly and had an opportunity to represent him on the CalSTRS board and even during that time back in the 2005/2006 time period, concerns were already significant at CalSTRS about this unfunded liability and its just continued to grow over the years. The fact that everyone including the stakeholders, you know, the state, the teachers, and the school districts were able to come together and work out a solution that shares responsibility I think is really important.",423,464,Author,Indeterminate,CA
7006,"You know, the solution that has been put forth is one that would fully fund the plan over 30 years. The the contributions for those three different stakeholders as you mentioned will increase, but will increase over a phased in period, you know, a longer phase in period I think for the school districts over 7 years, given that there is a greater contribution increase that they will see. I think that when, you know, the legislature and the governor took that approach it was, you know, really in order to try to manage the impact, you know, of those contribution increases to those stakeholders, you know, over a period of time.  You know, in terms of how this will play out, you know, we are I think one of the - well this is a huge accomplishment. You know, so much of what the board is focused on is how do we manage risks in our portfolio to make sure that, you know, we're doing our best to meet or exceed that 7.5% rate of return that's in the funding plan. Whether it's through reports to the legislature that I think are required by the bill or just the annual valuations and analyses that we do at the CalSTRS board on an annual basis, you know, there will be a lot of transparency in terms of how the funding plan is proceeding and what progress it's making toward, you know, toward its final goal 30 years later.",464,550,Author,Indeterminate,CA
7042,"Thank you very much Ms. Higa What I'm going to do is open up the questions to my colleagues on the rules committee. I'd like to start with Senator Mitchell.",550,560,Discussion,Indeterminate,CA
7048,"Thank you very much, Mr. President. I appreciate that. Good afternoon again. Thank you for bringing some time to meet with me,  appreciate it. Good afternoon to you sir.",561,573,Discussion,Indeterminate,CA
7052,"This is not for you, but I just have to say Mr. President, and really to the governor's office, that as I think about the composition of our teaching core and therefore the retiree population of teachers I am struck by the relative lack of ethnic diversity on the CalSTRS boards. I hope that we're able to have a conversation with the governor to talk about making sure that this board is a true and much more accurate representation of the teaching core that they represent. I think that's important. One quick question. We had an opportunity to have dialogue today, but I'm curious really about your opinion. Recognizing that the state doesn't employ teachers directly, what do you believe is the appropriate state role in setting and funding teacher retirement benefits? That's a conversation we've had in the legislature over these last couple years as we talked about the future.",573,636,Discussion,Indeterminate,CA
7078,"In terms of the states role of setting and funding teacher? I mean I think that the state plays, you know, an appropriate role, you know, in doing that, in terms of establishing both the benefits as well as, you know, working with the legislature and making sure that the levels of the contributions, you know, are ones that are appropriate and set in that way.",636,659,Author,Indeterminate,CA
7088,"And so what responsibility should the state have in funding it? I think that's been the issue in terms of the teachers contributing to their fund versus what the state has to put into the fund. It's been an ongoing conversation since we don't employ teachers. What's our role? What's our role? That's what I am interested in your opinion.",659,676,Discussion,Indeterminate,CA
7096,"Yeah, and, I think that the, you know, through the passage of the legislation last year was an indication that the state, you know, does believe that it has a responsibility to meet the funding obligations for the teacher's retirement benefits. It is something that needs to be shared, you know, both by the teachers and the employers as well as the state.",676,698,Author,Indeterminate,CA
7106,"That's what you believe? That we all should have a nickel in that dime, so to speak.",698,702,Discussion,Indeterminate,CA
7108,"Exactly, you know, which is why I think that the approach that was taken in the legislation last year, you know, was as important as it was because it really demonstrated and kind of codified that shared responsibility.",702,716,Author,Indeterminate,CA
7114,"So given your year of service, what's your most significant take away, and what did you accomplish, and what do you hope to accomplish as you continue?",716,728,Discussion,Indeterminate,CA
7118,"A couple of things that I've learned; One is that you know, while there is you know, often appropriately a lot of focus on CalSTRS and its role as an investor and as a thought leader on financial and investment in corporate governance initiatives, those are all really important and critical, but you know, one of the things that I think is not as well-known or highly touted are the things that CalSTRS has done and is doing to really be responsive to its members. There are annual customer surveys that they do - customer service surveys that they do, there has been so much that the system has done through the boards leadership in terms of, you know, expanding new customer service centers around the state to give teachers an opportunity to be able to, you know, drop in if they have questions about their retirement. They've looked for ways to expand, you know, how we communicate to our teachers. If you think about the spectrum of members that we have, there might be some teachers who, you know, wanted to see things on a piece of paper. There might be other teachers who don't even want to talk to a live human being and want to be able to go to the computer and get all the information that way. I think CalSTRS has done a great job trying to be responsive in that way, and I think it's an area - I have the privilege of serving on and actually being the vice chair of the benefits committee this year, and I think it's one of the areas that I want to continue to pursue, along with contributing to the discussions that we have about our investment future and sustainability issues.",728,828,Author,Indeterminate,CA
7160,"I was struck in learning, I think it was CalSTRS and not PERS members, that of the significant number of members you have over a hundred. So you're right, I'm sure those members want something on paper versus, and I appreciate that. Last question, Mr. president. If you were chair of the board what would be the first thing you'd do?",828,854,Discussion,Indeterminate,CA
7172,"You know, I'm not sure that there's anything that I would think that I needed to change. I think that the current chairs, and even the most recent leadership of the board as well as the composition of the board, is one that lends itself to being a really constructive positive environment for both making decisions, you know, airing differences of opinion and trying to come to resolution and make decisions through consensus, rather than by forced majority votes. I think it's a culture that's a really positive one and that has allowed us to be as, you know, make as much progress as we have over the last several years, both internally with how the fund works as well as being able to try to influence the dialogue externally.",854,902,Author,Indeterminate,CA
7194,"Thank you very much, appreciate it.",902,904,Discussion,Indeterminate,CA
7196,"Thank you Senator Mitchell. I will actually echo the comment that Senator Mitchell had made with regards to the dearth of diversity that currently exists in the governance structure of CalSTRS. I know that obviously it is not - you have no decision authority making nor does the current stuff at CalSTRS, but to the powers that be, obviously. You are a person of color, which adds to the diversity of this board, but it is duly noted the dearth and I don't think folks promote diversity for the sake of diversity, per say, but knowing that, you know, with a sense of intentionality, you have to go out there and you have to seek folks because on the natural it doesn't happen, you know. Unless there's a sense of attentionality to go out and proactively seek individuals of color that is more reflective of what Ms. Mitchell just articulated very eloquently.",904,965,Discussion,Indeterminate,CA
7222,"The current teacher body in the state of California, we went from what? 330 back in the day when I was with the California Teachers Association to now what 260 right now because the worst economic recession since 1929 and the devestating impact some Prop 98 in our K-12 schools, but in particular, schools of highest need throughout the state of California. I think that it's just a good sign for those who are watching on television downstairs that it would be nice for the future, but thank you very much, and thank you very much for your statement and questions Senator Mitchell.",965,999,Discussion,Indeterminate,CA
7236,"Senator Cannella?",999,1004,Discussion,Indeterminate,CA
7238,"You know, I have no questions. I had a chance to talk to Mrs. Higa and I think that she's very qualified. She was able to answer all my questions. She shows a kind of a key knowledge of STRS. STRS is very challenged, large unfunded liability. I think it's around $74 billion and we got a lot of work to do. I think someone with her experience will be a, you know, a great addition or continuation on the board. No questions.",1004,1027,Discussion,For,CA
7248,"Thank you very much, Senator Cannella. Senator Leyva?",1027,1031,Discussion,Indeterminate,CA
7250,"Good afternoon, Ms. Higa. I enjoyed very much meeting with you. I think you bring a great energy to the board. I don't have a question, but I do have an ask of you. Defined benefit pensions have been under attack for a number of years. I would just ask you to be ever vigilant and make sure that they continue to be funded, the CalSTRS plan continues to be funded. As you know better than I, most of the recipients of those pensions are women and it is hard enough to find a good job, let alone a good job that provides a pension, and I think that women suffer in that area even more than men. We talked a little bit about this yesterday. I think you have a very good knowledge of the pension plans and we talked a little bit about funding and how that will work, but I would just ask you to please be ever vigilant. We still hear that pension reform is needed and a lot of times we hear that the pensions that folks want to reform are people who don't receive a large pension, and these teachers don't receive large bloated pensions. I would just ask you to please be ever vigilant in that area. Thank you.",1031,1102,Discussion,For,CA
7280,"Thank you for your comments and I will definitely, you know, continue to hold that close.",1102,1109,Author,Indeterminate,CA
7282,"Very good comments, Senator Leyva. Thank you very much. With that, Ms. Higa, I think the members of this committee are thoroughly satisfied with your credentials, your one year experience so far, it's one year right? So far on CalSTRS and I'd like to entertain a motion.",1109,1125,Discussion,Indeterminate,CA
7288,"Oh, I'm sorry. I apologize. Let me rewind this back a little bit. Those who have come here to provide any commentaries of support. Please come on up. We have a microphone right over there.",1125,1142,Discussion,Indeterminate,CA
7294,"Good afternoon. Jennifer Baker with the California Teachers' Association and we're very pleased to provide our support for Ms. Higa. She's been a fantastic member to the CalSTRS board, and as a constituent group, we've been particularly appreciative of the fact that she's been extremely deliberative and thoughtful in the process of trying to understand the issues that are before CalSTRS, which are often extremely controversial and complicated and very difficult sometimes for very wise individuals who have been teachers all their lives, which disproportionately tend to be women and you want to have a lot of information the way they want it. We've been very appreciative of the fact that she has been very engaged with the constituent groups and willing to listen especially through many of the complex issues. That said, we're also very appreciative of the questions that have been asked particularly about diversity and women because those are extremely important issues, not only to CalSTRS members, but to CalSTRS as well. We're here to provide continuing support through her whole process.",1142,1209,Testimony,For,CA
7326,"Thank you. Thank you so very much. Any other folks in support? Seeing none. Those in opposition? Any mortal enemies out there? I'm seeing none. I said this last time, I want to be fair. Any frenemies out there? No frenemies out there?",1209,1228,Discussion,Indeterminate,CA
7334,"I just got a note from Harry, the chair, who said that Joy is like E.F. Hutton. When Joy speaks, the other members lean forward and listen.",1228,1237,Author,For,CA
7338,"Well, except Mr. Cannella. Except Mr. Cannella, he's leaning back. He's a more laid-back individual.  Yeah.",1237,1244,Discussion,Indeterminate,CA
7342,"So, I am seeing none. So again, Ms. Higa, thank you very much for you testimony today and I'd like to entertain a motion. We have a motion that's been made by Senator Holly Mitchell. Madame Secretary please call the roll.",1247,1262,Discussion,Indeterminate,CA
7356,"Thank you Senator. Okay colleagues we're gonna move forward with our agenda. It is not long, at all, whatsoever. We have file item number three, we have the governor appointees are not subject to actual confirmation, but are not required to appear, but I should say subject to confirmation. Do we have one? Are we okay Mr. Cannella? Well okay, so we have file item number three, we have B-G. We have a motion made by Senator Holly Mitchell. Madame Secretary please call the roll.",1277,1320,Discussion,Indeterminate,CA
7368,"Senators Cannella? Aye. Cannella aye, Leyva? Aye.  Leyva aye, Mitchell? Aye. Mitchell aye, Fuller, de Leon? Aye. De Leon aye.",1320,1327,Author,Indeterminate,CA
7372,"The appointees for the governor pass this motion under 4-0 vote. Lets go to committee appointments, that is file item number 4 and this goes through 14. We're going to remove file number 11. So file number 11 we're going to remove today and what we're going to do is include the committee appointments, as well as committee schedule, and floor acknowledgements. So that again that's 4,5,6,7,8,9,10,12,13,14. Again, 4-14 minutes number 11. We have a motion again made by Senator Mitchell. Madame Secretary please call the roll.",1327,1377,Discussion,Indeterminate,CA
7394,"Senators Cannella? Aye. Cannella aye, Leyva? Aye. Leyva aye, Mitchell? Aye. Mitchell aye, Fuller, de Leon? Aye. De Leon aye.",1377,1386,Author,Indeterminate,CA
7398,"Okay. Measure passes on a 4-0 vote. Colleagues, Madame Mitchell.",1386,1394,Discussion,Indeterminate,CA
7400,"Thank you, Mr. President. First of all, I wanted to apologize. You know that I take my appointment to this committee very seriously. It was only because of my personal loss that I wasn't here last week. Please know that I take my appointment seriously. I also wanted to say for the record that I reviewed, I asked the staff to brief me on last week's hearing, and the issue that came up in the confirmation for the deputy director of Department of Developmental Disabilities is an issue that I have heard repeatedly serving as a budget sub-chair in the assembly. What concerns me is that it's an issue we continue to hear in this legislative body and I'm very sorry I wasn't here, but I hope that either in the context of the confirmation for the director, the new director, in the budget discussion, in some context that we as a legislature can hear a report from the department about the allegations that have been very public. We've al read about them in the paper, that the allegations of abuse and maltreatment that are taking place in those facilities. It has come up, like I said the 3 years I chaired the subcommittee, it came up every year.",1394,1472,Discussion,Indeterminate,CA
7436,"I have to say the department never brought forward an action that was acceptable. I just wanted to say that in the record and say that either through this committee's work, budget, something - I hope that we have a different experience, particularly different, incoming directly from the department.",1472,1492,Discussion,Against_unless_amend,CA
7444,"Now, let it be duly noted as well too. I would add a couple things. One is Ms. Parini, if you could be so kind enough, in reference to Ms. Mitchell's comments in the upcoming confirmation process with the Mr. Santi Rogers, the upcoming director, that that be part of the questionnaire as well as, may I also suggest, between now and I don't know if it'll be on Friday when we actually have the floor confirmation. I apologize, I don't remember the individual who came here last week... Mr. Doyle. Because Ms. Mitchell was unable to be with us last week, perhaps we can set up a meeting upon, obviously, upon agreement of Ms. Mitchell between now and the floor confirmation.",1492,1545,Discussion,Indeterminate,CA
7466,"I have no issue with the confirmation vote Friday.",1545,1550,Discussion,Indeterminate,CA
7468,"The issue itself, and since we've got the confirmation opportunity for the department director I think it's probably more appropriate then. I would have raised it since it was raised. I don't want you to think that I have any issues with Friday's vote. That's not the point.",1550,1558,Discussion,Against_unless_amend,CA
7472,"Okay, sounds good.",1558,1561,Discussion,Indeterminate,CA
7474,"The department has to figure out a point in time this year that they address it with this legislative body, that's all.",1561,1566,Discussion,Against_unless_amend,CA
7476,"Sounds good. Duly noted. Lets do that, lets make sure.  Okay you're very welcome. That's it? With that, the senate rules committee is adjourned.",1566,1577,Discussion,Indeterminate,CA
7480,"Senator Cannella. Here. Cannella here. Leyva Here. Leyva Here. Mitchell. Here. Mitchell here. Fuller. De Leon. Here. De Leon here.",7,16,Discussion,Indeterminate,CA
7487,"Thank you very much sir, I appreciate it.",35,36,Discussion,Indeterminate,CA
7488,"Senator Connie Leyva, bien bien benida, como siempre. We have just one absence today, obviously that is Senator Fuller who is tending to some personal issues back in the district.",36,48,Discussion,Indeterminate,CA
7489,"So with that lets start off with our first item that is before this committee that is the bill referrals. Do I have a motion with regards to bill referrals? We have a motion made by Senator Connie Leyva. Madam Secretary please call the roll.",48,61,Discussion,Indeterminate,CA
7499,"That's right. Well gracias presidente, and I just wanted to say hello and introduce Ms. Higa, who comes very highly recommend to me by my good friend and fellow Santa Monican, Harry Keiley, who serves as chair of the CalSTRS board. Ms. Higa has had the opportunity to serve for nearly a year now on the board and is comported herself by all accounts with great integrity, intelligence and a great deal of competence. She's got experience from all over the country. She has worked in Washington DC, in Orange County, Northern California, also in LA. Here in Sacramento, she has served as chief deputy secretary for cabinent affairs for Governor Gray Davis and also deputy chief of staff for policy for State Controller Steve Westley, before returning back down to Southern California and working for United Health Group there. I had the opportunity to sit with her for about an hour yesterday and it was supposed to be a friendly meet and greet. I ended up asking her a lot of very difficult questions about the pension system. I was just so impressed with the patience, the depth of knowledge, intelligence and coherence the way she was thinking about the issues. It was a great conversation, I was very much impressed with her and I very highly recommend her, along with the Governor I suppose, for this appointment on the CalSTRS board.",111,192,Author,Indeterminate,CA
7501,Welcome.,228,229,Testimony,Indeterminate,CA
7502,"Absolutely, welcome. Good to see you again.",234,236,Testimony,Indeterminate,CA
7503,"Good morning everyone. Thank you so much for being here this informational and oversight hearing of the Assembly Water, Parks and Wildlife Committee regarding california's flood control is convened",385,396,Author,Indeterminate,CA
7507,"Welcome Members, panelists, and the public. I'd like to note that the United States Army Corps of Engineers is here in an informational capacity only and not as part of oversight of this Committee. Thank you again for being here.",396,408,Author,Indeterminate,CA
7513,"That said I'm pleased to be named Chair of this Committee it is an honor and in my role I take seriously the committee's oversight function with regard to state agency stewardship of our resources.",408,421,Author,Indeterminate,CA
7519,"The quality and dependability of our water supply the condition and accessibility of our parks the stewardship and preservation of our wildlife. These issues touch all Californians as well as future generations.",421,432,Author,Indeterminate,CA
7523,"The Legislative and Executive Branch have common goals. That they are also each other's checks and balances. I would like us to challenge each other to do better. This past year with regard to the drought we've often heard the famous saying never waste a good crisis.",432,447,Author,Indeterminate,CA
7531,"But, we shouldn't wait for crises to act that is why I am convening this hearing on flood control now. California has a long history of alternating between periods of drought, and periods of flood.",447,457,Author,Indeterminate,CA
7537,"According to the California Department of Water resources over the last 60 years California has experienced more than thirty flood events, major flood events.",457,466,Author,Indeterminate,CA
7539,"Resulting in more than 300 lives lost more than 750 injuries and billions of dollars in disaster claims. The Department states that one-in-five Californians, over 7 million of us, live in the 500-year flood plain and that nearly six hundred billion in assets crop structures in public infrastructure are exposed to flooding.",466,484,Author,Indeterminate,CA
7547,"With future development, population changes, climate change, the loss of major infrastructure, critical facilities, state commerce and state commerce that figure could climb much higher.",484,498,Author,Indeterminate,CA
7553,"So before the next flood event, whether it's this year or five years from now we should understand our flood control system, whose responsible for it, and where we need to make the most strategic improvements and investments.",498,509,Author,Indeterminate,CA
7559,"Representatives of our key state federal and local agencies are here today and my goal is to engage in a conversational round table style discussion with them regarding the state of our flood control efforts and where we best need to direct our resources",509,524,Author,Indeterminate,CA
7565,"This conversation is very timely. The Governor's budget released just last friday proposes expediting $1.1 billion in funding DWR projects that are consistent with the central valley flood protection plan.",524,538,Author,Indeterminate,CA
7571,"That $1.1 billion is the entire remainder of our Proposition 1e funds. Before we proceed further are there any members who would like to make some brief opening comments?",538,554,Author,Indeterminate,CA
7577,"Yes, Mr. Gallagher thank you very much for joining us your district is certainly in the flood plain and I'm glad that you can join us.",554,565,Author,Indeterminate,CA
7581,"Thank you Mr. Chairman for allowing me to sit on the Oversight Committee hearing this morning. As a newly elected Assemblymember of have a long history with flood control policy, having a sat as a board member of the Sutter Butte Flood Control Agency and the Sacramento Area Flood Control Agency.",565,582,Author,Indeterminate,CA
7589,"So very interested in these issues and as you said Mr. Chairman it's very important we take this oversight function very seriously. We have some major projects that do need to be completed in California.",582,599,Author,Indeterminate,CA
7595,"Several urban projects including the West Levee Feather River Project, the Natomas project here just north of us, West Sacramento project, San Joaquin project so very interested in seeing how we're going to in hearing from the agencies on how we complete those projects.",599,623,Author,Indeterminate,CA
7605,"And, ensure that we are maximizing the Proposition 1e money and, well as the new money that would become into the water bond as well.",623,634,Author,Indeterminate,CA
7609,"Thank you Mr Gallagher.",634,635,Author,Indeterminate,CA
7611,"Here is how I would like to conduct today's hearing. We're going to have a short film on the flood control system. Then Ellen Hanak of PPIC will provide an overview of where we've made investments, and our growing flood risk.",637,650,Author,Indeterminate,CA
7617,"Following any Q&A with Ellen, I would like to the second panel to then come up as a group. Ellen you please join us?",650,683,Discussion,Indeterminate,CA
7621,"Anywhere it rains it can flood. In California's vast Central Valley flat, low, encircled by mountains is especially at risk.",683,694,Testimony,Indeterminate,CA
7627,"Throughout its long history, the Central Valley natural tendency was to flood. Each rainy season whether storms dumped snow into the surrounding mountains, as the snow melted each spring it rush down to the valley spilling over river banks and pooling for miles across the valley floor like water in a bathtub.",694,713,Testimony,Indeterminate,CA
